Date,Biomass,Cross border electricity trading,Fossil brown coal / lignite,Fossil coal-derived gas,Fossil gas,Fossil hard coal,Fossil oil,Fossil oil shale,Fossil peat,Geothermal,Hydro Run-of-River,Hydro pumped storage,Hydro pumped storage consumption,Hydro water reservoir,Load,Nuclear,Other renewables,Others,Renewable share of generation,Renewable share of load,Residual load,Solar,Waste,Wind offshore,Wind onshore
2016-06-01,7643.840416666667,4051.817152777778,28375.060694444444,1031.815,27590.470307328607,17795.318649527188,999.3369887706855,728.5190277777779,429.4909722222222,685.2523611111112,14086.182782210402,2183.337361111111,-2610.6325,16433.66986111111,172798.14229166665,44542.15891991726,442.69277777777774,8411.048439716313,28.88286790780142,26.29423611111111,152011.76131944446,9226.301875000001,2386.7875,1459.555,10100.52611111111
2016-07-01,7722.854166666666,3263.0247311827957,31559.25806451613,842.3095430107527,28623.770558796612,16321.508862388471,1041.8309268474034,981.4581989247312,384.585752688172,666.4346774193548,11909.420694635095,2010.8278955044611,-2414.237768817204,13652.850403225806,172918.54791666666,46653.524561027225,450.64112903225805,8809.878816346372,31.73087680164722,28.710902825440403,150249.24153225805,9564.68647477694,2661.141532258064,1890.245671757035,11242.855922557766
2016-08-01,7725.0173387096775,2132.7815860215055,31201.66639784946,1054.4221774193547,28226.737806089375,14802.27021314726,1025.98821379547,1118.154301075269,521.5498655913979,682.3901881720429,10463.991736349424,2061.2344571227027,-2699.323924731183,12324.968279569892,168030.2182795699,46122.11178143827,438.16384408602147,8231.881654179058,33.38017921146953,30.23363789750629,144041.2745967742,9180.044050274537,2536.716129032258,2188.315824468085,12634.996014927934
2016-09-01,7522.9054166666665,2123.7795138888887,32875.84375,1089.43375,33473.89839539007,19470.887022754137,971.9069606973994,1117.757361111111,681.1716666666667,676.3456944444445,8376.39289893617,1955.0833835697401,-2771.068888888889,12426.456527777778,173967.71638888886,45702.4606855792,453.19972222222225,9684.890227541373,29.125889479905435,26.91375,153526.14020833332,7439.189305555556,2655.3531944444444,1942.8959027777778,11059.490555555556
2016-10-01,8041.635752688172,421.41693548387093,34359.72809139785,1039.492741935484,38646.586391843965,22250.89801675818,832.5741363532372,1172.9111559139785,884.7380376344086,683.2306451612903,7263.0411919469225,2043.59127487989,-3376.6551075268817,12431.23629032258,180411.30349462366,45740.49112331274,457.61397849462367,10377.66715425532,24.93504203843514,23.749662548615877,160906.62997311828,4312.175759265614,2475.0631720430106,2573.0461936627776,12632.38181909174
2016-11-01,8276.44875,-0.1702777777777707,35782.76291666667,979.2286111111111,43624.06998226951,25228.611620991367,1049.470218547641,1236.55125,999.5961111111112,668.5273611111112,9178.675274308767,2155.6951545636757,-3962.5208333333335,11925.010416666666,199952.12768764776,49515.77547788827,468.0723611111111,11655.444371081303,25.662292566039678,24.54594414893617,176058.50865248227,2797.010069444444,2457.5354166666666,3151.7503472222224,17934.4975
2016-12-01,8541.491129032258,-540.8868951612903,35106.83924731183,984.5947580645161,43766.33970344315,24825.159907629833,1015.1118980210479,996.5818548387097,886.25,690.1180107526882,7782.730961164493,2343.5134179821553,-3796.7807795698923,13557.949059139784,202417.69260752687,53177.9184339968,475.9809139784946,12693.291791066118,27.621774193548386,26.35369623655914,178362.44623655913,2268.7971102150536,2607.6790322580646,2887.6897177419355,18898.75987903226
2017-01-01,9397.817607526882,-616.2986559139785,37053.060349462365,996.0719086021505,47212.095999074925,29954.926655613082,1466.6655417251052,1282.9129032258063,911.0389784946236,697.0075268817204,7656.246754299584,2471.2855666795977,-3705.542876344086,17346.0685483871,215574.0253360215,56195.34983481792,489.04596774193544,13304.13681968856,26.213328832323715,26.04744623655914,191315.76633064516,2482.788642473118,2393.9494623655914,2777.615591397849,18997.85430107527
2017-02-01,9410.861160714285,-336.5723214285714,35752.65372023809,890.0328869047619,38055.44380699088,25389.94649347771,1070.7563956433637,1216.547470238095,992.1313988095238,697.3284226190475,9095.566232902736,2143.0245124113476,-3984.8955357142854,13924.92574404762,205003.32061011906,53867.1603106003,489.55044642857143,12762.862675721884,32.8259181864235,31.496056547619048,175081.49367559524,3584.7909970238097,2523.364732142857,3950.034598214286,22386.99962797619
2017-03-01,9097.480241935484,845.2944220430107,33043.08951612903,1002.3661290322581,34208.87649416112,17346.906669700496,979.5273972849711,1131.9653225806453,799.4233870967741,692.9211021505375,11521.565137628937,2119.002372044503,-3525.9095430107527,13709.313306451613,191852.2113889842,51341.4468690629,502.84771505376347,10584.915933449713,36.46100639839655,33.86984808470851,161399.0839095745,6585.3359922861155,2539.092741935484,3309.4568957456754,20560.927761220195
2017-04-01,8846.406388888889,1473.1234722222223,30855.755,963.3904166666667,30961.633677600472,14561.841906028369,846.379621749409,974.9566666666667,757.6127777777778,684.185,9455.887799940898,2017.525970744681,-3584.2418055555554,11614.715416666668,176292.4267361111,48172.44272015367,502.5711111111111,9886.93979609929,35.947180851063834,32.81875,147388.465625,8502.596319444445,2642.4859722222222,2587.3783333333336,17813.985069444447
2017-05-01,8272.366666666667,2687.7985215053764,30810.099865591397,808.1049731182795,28088.12331989247,15766.336021505376,829.6020161290322,1154.218010752688,709.7763440860215,670.6572580645161,11837.004973118279,1904.0191532258063,-3153.7250000000004,12109.240322580645,171571.1146119309,45268.30557795699,491.16948924731184,9543.48629032258,34.15215053763441,31.673428563257836,146028.15507749942,9717.922722203157,2515.038440860215,2465.627518016472,13353.203588995653
2017-06-01,8096.395972222222,3439.1790277777777,29352.004305555554,983.6387500000001,28926.088043157055,15092.165297050056,1064.7580225999588,988.5586111111111,409.2270833333333,670.7994444444445,10992.022404409498,1961.6469969935245,-2838.800972222222,12074.758194444445,173244.43034722222,45370.39459451126,483.71666666666664,9091.576512745401,38.08240768578477,34.975359042553194,144813.97347222222,10355.785135933806,2426.106111111111,2899.3368365839247,15192.839519799054
2017-07-01,7963.102016129033,3613.011693548387,30807.665322580644,917.0182795698925,31876.92975434683,15989.914310226493,1193.1120953443149,837.5013440860215,469.81465053763435,676.5501344086022,9508.427499428048,1749.8190173873254,-2299.7509408602155,12568.792741935484,172697.47715053766,44482.21802648135,460.1114247311828,8680.642586078702,34.38571980096088,31.100403225806453,147406.77815860216,9781.216196236559,2499.9879032258063,2173.8588037634413,13335.623924731182
2017-08-01,6300.963172130372,3092.728561827957,31833.49059139785,1053.459005376344,29194.875061903444,14905.028502384203,1162.637267214377,928.9922043010753,496.633064516129,658.8104838709677,9179.725532759643,1897.3363933915782,-2506.3631720430108,12621.892338709677,169661.38844086023,47284.853080675304,446.4193548387097,8134.0986678571735,34.42813844236796,31.378421178118966,145062.250672043,9213.989357314591,2422.9368279569894,2387.7385287266047,13185.28458205617
