Date,Av_storage(bcm)
2020-10-15,103.26618095238096
2020-10-16,103.07955238095238
2020-10-17,102.83454285714285
2020-10-18,102.95010476190477
2020-10-19,102.81311428571429
2020-10-20,102.7162857142857
2020-10-21,102.67214285714284
2020-10-22,102.61638095238095
2020-10-23,102.56985714285715
2020-10-24,102.70186666666666
2020-10-25,102.82128571428571
2020-10-26,102.8084
2020-10-27,102.64481904761905
2020-10-28,102.55840952380952
2020-10-29,102.46458095238094
2020-10-30,102.50629523809523
2020-10-31,102.62469523809523
2020-11-01,102.81913333333333
2020-11-02,102.8825238095238
2020-11-03,102.77802857142858
2020-11-04,102.57779047619049
2020-11-05,102.34967619047617
2020-11-06,102.19279047619048
2020-11-07,102.13284761904762
2020-11-08,102.10940952380952
2020-11-09,101.91107619047618
2020-11-10,101.62141904761904
2020-11-11,101.41203809523809
2020-11-12,101.20361904761904
2020-11-13,101.00693333333332
2020-11-14,100.99180952380952
2020-11-15,101.02437142857144
2020-11-16,100.87117142857144
2020-11-17,100.70453333333333
2020-11-18,100.58317142857143
2020-11-19,100.36792380952382
2020-11-20,100.03721904761903
2020-11-21,99.81904761904761
2020-11-22,99.56673333333335
2020-11-23,99.18405714285716
2020-11-24,98.76100952380953
2020-11-25,98.24571428571429
2020-11-26,97.68495238095238
2020-11-27,97.1201619047619
2020-11-28,96.64989523809524
2020-11-29,96.17245714285714
2020-11-30,95.58292380952382
2020-12-01,94.95821904761904
2020-12-02,94.23468571428572
2020-12-03,93.52868571428571
2020-12-04,92.89451428571428
2020-12-05,92.42441904761905
2020-12-06,91.95199047619047
2020-12-07,91.3049238095238
2020-12-08,90.69804761904763
2020-12-09,89.93400952380952
2020-12-10,89.23781904761906
2020-12-11,88.58638095238095
2020-12-12,88.0945619047619
2020-12-13,87.70386666666666
2020-12-14,87.22570476190477
2020-12-15,86.69456190476191
2020-12-16,86.21447619047619
2020-12-17,85.7604857142857
2020-12-18,85.36400952380953
2020-12-19,85.09951428571428
2020-12-20,84.79937142857143
2020-12-21,84.37979047619048
2020-12-22,84.02546666666666
2020-12-23,83.78257142857143
2020-12-24,83.56625714285714
2020-12-25,83.25114285714285
2020-12-26,82.93419999999999
2020-12-27,82.5264
2020-12-28,81.97413333333333
2020-12-29,81.41473333333333
2020-12-30,80.84900952380951
2020-12-31,79.0741238095238
2021-01-01,78.66529523809524
2021-01-02,78.10194285714286
2021-01-03,77.49657142857143
2021-01-04,76.68421904761905
2021-01-05,75.80499047619048
2021-01-06,74.96394285714285
2021-01-07,74.02264761904762
2021-01-08,73.0706380952381
2021-01-09,72.23110476190476
2021-01-10,71.41339047619047
2021-01-11,70.4500380952381
2021-01-12,69.51874285714287
2021-01-13,68.62728571428572
2021-01-14,67.66746666666667
2021-01-15,66.64022857142857
2021-01-16,65.7317238095238
2021-01-17,64.86400952380953
2021-01-18,63.873533333333334
2021-01-19,63.00714285714286
2021-01-20,62.3008
2021-01-21,61.69012380952381
2021-01-22,61.055552380952385
2021-01-23,60.47484761904762
2021-01-24,59.87146666666666
2021-01-25,59.02427619047619
2021-01-26,58.19200952380953
2021-01-27,57.352314285714286
2021-01-28,56.651476190476195
2021-01-29,56.06517142857143
2021-01-30,55.5198
2021-01-31,54.903
2021-02-01,54.190200000000004
2021-02-02,53.55442857142857
2021-02-03,53.054095238095236
2021-02-04,52.5052
2021-02-05,51.99117142857143
2021-02-06,51.56434285714286
2021-02-07,50.9958
2021-02-08,50.11076190476191
2021-02-09,49.1608380952381
2021-02-10,48.193533333333335
2021-02-11,47.23741904761905
2021-02-12,46.259342857142855
2021-02-13,45.34161904761905
2021-02-14,44.518009523809525
2021-02-15,43.673009523809526
2021-02-16,43.032961904761905
2021-02-17,42.53081904761905
2021-02-18,42.056752380952375
2021-02-19,41.60257142857143
2021-02-20,41.32503809523809
2021-02-21,41.11489523809524
2021-02-22,40.73037142857143
2021-02-23,40.4245619047619
2021-02-24,40.22291428571428
2021-02-25,39.9562380952381
2021-02-26,39.69536190476191
2021-02-27,39.48215238095238
2021-02-28,39.227066666666666
2021-03-01,38.848419047619046
2021-03-02,38.49858095238095
2021-03-03,38.14927619047619
2021-03-04,37.74652380952381
2021-03-05,37.310847619047614
2021-03-06,36.9732
2021-03-07,36.62808571428572
2021-03-08,36.143438095238096
2021-03-09,35.66397142857143
2021-03-10,35.31575238095238
2021-03-11,35.102380952380955
2021-03-12,34.93284761904762
2021-03-13,34.81832380952381
2021-03-14,34.67479047619048
2021-03-15,34.449380952380956
2021-03-16,34.150038095238095
2021-03-17,33.82618095238095
2021-03-18,33.43355238095238
2021-03-19,33.082857142857144
2021-03-20,32.84137142857143
2021-03-21,32.6687619047619
2021-03-22,32.33848571428572
2021-03-23,32.078276190476195
2021-03-24,31.897809523809524
2021-03-25,31.783009523809525
2021-03-26,31.802704761904764
2021-03-27,31.843609523809523
2021-03-28,31.900238095238095
2021-03-29,31.917190476190473
2021-03-30,32.097904761904765
2021-03-31,32.18096190476191
2021-04-01,32.66688571428571
2021-04-02,32.859342857142856
2021-04-03,33.07149523809524
2021-04-04,33.28122857142857
2021-04-05,33.36855238095238
2021-04-06,33.18205714285715
2021-04-07,32.88095238095238
2021-04-08,32.61742857142857
2021-04-09,32.45449523809524
2021-04-10,32.411476190476186
2021-04-11,32.42436190476191
2021-04-12,32.14624761904762
2021-04-13,31.825066666666668
2021-04-14,31.52461904761905
2021-04-15,31.267609523809526
2021-04-16,31.118771428571428
2021-04-17,31.10867619047619
2021-04-18,31.145142857142858
2021-04-19,31.091838095238092
2021-04-20,31.08732380952381
2021-04-21,31.153790476190476
2021-04-22,31.223733333333332
2021-04-23,31.31277142857143
2021-04-24,31.569190476190474
2021-04-25,31.82192380952381
2021-04-26,31.920628571428573
2021-04-27,32.00136190476191
2021-04-28,32.104933333333335
2021-04-29,32.20280952380953
2021-04-30,32.00508571428571
2021-05-01,32.2321619047619
2021-05-02,32.462161904761906
2021-05-03,32.566428571428574
2021-05-04,32.6955619047619
2021-05-05,32.72570476190476
2021-05-06,32.722942857142854
2021-05-07,32.773019047619044
2021-05-08,33.07266666666666
2021-05-09,33.50499047619047
2021-05-10,33.899609523809524
2021-05-11,34.231723809523814
2021-05-12,34.53548571428571
2021-05-13,34.88979047619048
2021-05-14,35.21733333333333
2021-05-15,35.5698
2021-05-16,35.93234285714286
2021-05-17,36.15474285714286
2021-05-18,36.30578095238095
2021-05-19,36.478047619047615
2021-05-20,36.75170476190476
2021-05-21,37.084314285714285
2021-05-22,37.463942857142854
2021-05-23,37.862704761904766
2021-05-24,38.20435238095238
2021-05-25,38.4536
2021-05-26,38.65694285714286
2021-05-27,38.827980952380955
2021-05-28,39.094790476190475
2021-05-29,39.531419047619046
2021-05-30,39.989647619047616
2021-05-31,40.23940952380953
2021-06-01,40.63407619047619
2021-06-02,41.08044761904762
2021-06-03,41.51260952380952
2021-06-04,41.932428571428574
2021-06-05,42.38939047619048
2021-06-06,42.85709523809524
2021-06-07,43.19817142857143
2021-06-08,43.52947619047619
2021-06-09,43.768504761904765
2021-06-10,44.083980952380955
2021-06-11,44.42385714285714
2021-06-12,44.88926666666667
2021-06-13,45.379285714285714
2021-06-14,45.759
2021-06-15,46.07197142857143
2021-06-16,46.3716380952381
2021-06-17,46.66778095238095
2021-06-18,47.03330476190476
2021-06-19,47.455666666666666
2021-06-20,47.8821619047619
2021-06-21,48.20179047619048
2021-06-22,48.41423809523809
2021-06-23,48.62808571428572
2021-06-24,48.8596
2021-06-25,49.13489523809523
2021-06-26,49.52794285714286
2021-06-27,49.95175238095238
2021-06-28,50.27075238095238
2021-06-29,50.57594285714286
2021-06-30,50.868895238095234
2021-07-01,51.183723809523805
2021-07-02,51.45920952380952
2021-07-03,51.90657142857143
2021-07-04,52.37746666666666
2021-07-05,52.773561904761905
2021-07-06,53.062580952380955
2021-07-07,53.30582857142857
2021-07-08,53.54536190476191
2021-07-09,53.8564
2021-07-10,54.291761904761906
2021-07-11,54.73674285714286
2021-07-12,55.04869523809524
2021-07-13,55.22091428571429
2021-07-14,55.40539047619048
2021-07-15,55.573971428571426
2021-07-16,55.82933333333333
2021-07-17,56.14640952380952
2021-07-18,56.474485714285706
2021-07-19,56.70992380952381
2021-07-20,56.9067619047619
2021-07-21,57.09244761904762
2021-07-22,57.27892380952382
2021-07-23,57.63618095238095
2021-07-24,58.083104761904764
2021-07-25,58.52426666666667
2021-07-26,58.873504761904755
2021-07-27,59.223980952380956
2021-07-28,59.59568571428571
2021-07-29,59.97125714285715
2021-07-30,60.339400000000005
2021-07-31,60.75454285714285
2021-08-01,61.10919047619047
2021-08-02,61.490180952380946
2021-08-03,61.81219047619048
2021-08-04,62.12297142857143
2021-08-05,62.449504761904755
2021-08-06,62.849999999999994
2021-08-07,63.26781904761905
2021-08-08,63.68366666666667
2021-08-09,64.00962857142856
2021-08-10,64.35764761904763
2021-08-11,64.65754285714286
2021-08-12,64.98180952380952
2021-08-13,65.34006666666667
2021-08-14,65.77065714285715
2021-08-15,66.1909619047619
2021-08-16,66.5544761904762
2021-08-17,66.8649238095238
2021-08-18,67.19002857142857
2021-08-19,67.52060952380953
2021-08-20,67.88792380952381
2021-08-21,68.28045714285714
2021-08-22,68.68004761904761
2021-08-23,69.0342380952381
2021-08-24,69.39039047619048
2021-08-25,69.72909523809524
2021-08-26,70.06541904761905
2021-08-27,70.43807619047618
2021-08-28,70.84290476190476
2021-08-29,71.2605619047619
2021-08-30,71.59758095238095
2021-08-31,71.79049523809525
2021-09-01,72.27639047619047
2021-09-02,72.49694285714286
2021-09-03,72.73879047619047
2021-09-04,73.05711428571428
2021-09-05,73.41822857142857
2021-09-06,73.6492
2021-09-07,73.83480952380953
2021-09-08,74.05917142857143
2021-09-09,74.28935238095238
2021-09-10,74.50849523809524
2021-09-11,74.81474285714286
2021-09-12,75.1312761904762
2021-09-13,75.31225714285713
2021-09-14,75.45898095238095
2021-09-15,75.57698095238095
2021-09-16,75.70681904761905
2021-09-17,75.92480952380953
2021-09-18,76.23793333333333
2021-09-19,76.56019047619047
2021-09-20,76.75515238095238
2021-09-21,76.92802857142857
2021-09-22,77.09425714285715
2021-09-23,77.33573333333334
2021-09-24,77.59748571428571
2021-09-25,77.97850476190476
2021-09-26,78.39115238095238
2021-09-27,78.68404761904762
2021-09-28,78.93098095238095
2021-09-29,79.19637142857144
2021-09-30,79.44350476190476
2021-10-01,79.68147619047619
2021-10-02,79.93699047619047
2021-10-03,80.26331428571429
2021-10-04,80.4482380952381
2021-10-05,80.68354285714285
2021-10-06,80.80117142857142
2021-10-07,80.86205714285714
2021-10-08,80.97973333333333
2021-10-09,81.2059619047619
2021-10-10,81.86395238095238
2021-10-11,81.8627238095238
2021-10-12,81.91354285714286
2021-10-13,81.84626666666666
2021-10-14,81.83397142857143
2021-10-15,81.8321619047619
2021-10-16,81.91375238095237
2021-10-17,82.01307619047618
2021-10-18,82.01090476190477
2021-10-19,82.072
2021-10-20,82.2056
2021-10-21,82.22193333333333
2021-10-22,82.15611428571428
2021-10-23,82.13279047619048
2021-10-24,82.15038095238094
2021-10-25,82.01998095238095
2021-10-26,81.92632380952381
2021-10-27,81.9519619047619
2021-10-28,81.90865714285714
2021-10-29,81.89280952380952
2021-10-30,81.94931428571428
2021-10-31,82.00624761904763
2021-11-01,82.00730476190476
2021-11-02,81.73765714285715
2021-11-03,81.39946666666667
2021-11-04,81.12622857142857
2021-11-05,80.871
2021-11-06,80.77386666666666
2021-11-07,80.71464761904761
2021-11-08,80.41861904761905
2021-11-09,80.1011238095238
2021-11-10,79.79084761904763
2021-11-11,79.46932380952381
2021-11-12,79.12141904761904
2021-11-13,78.93834285714286
2021-11-14,78.81814285714286
2021-11-15,78.4778761904762
2021-11-16,78.07716190476191
2021-11-17,77.72729523809524
2021-11-18,77.42022857142858
2021-11-19,77.21029523809523
2021-11-20,77.05151428571428
2021-11-21,76.85175238095238
2021-11-22,76.41129523809524
2021-11-23,75.9032
2021-11-24,75.3108
2021-11-25,74.74771428571428
2021-11-26,74.20346666666667
2021-11-27,73.75212380952381
2021-11-28,73.30017142857143
2021-11-29,72.6728
2021-11-30,72.08539047619048
2021-12-01,71.48524761904761
2021-12-02,70.86026666666666
2021-12-03,70.2438
2021-12-04,69.76110476190476
2021-12-05,69.27346666666666
2021-12-06,68.60368571428572
2021-12-07,67.9530857142857
2021-12-08,67.30632380952382
2021-12-09,66.61410476190476
2021-12-10,65.97500952380953
2021-12-11,65.45046666666667
2021-12-12,65.03181904761905
2021-12-13,64.46005714285714
2021-12-14,63.9312761904762
2021-12-15,63.42966666666666
2021-12-16,62.92010476190477
2021-12-17,62.40727619047619
2021-12-18,61.97770476190476
2021-12-19,61.51868571428571
2021-12-20,60.79349523809523
2021-12-21,59.976085714285716
2021-12-22,59.14109523809524
2021-12-23,58.49327619047619
2021-12-24,58.129828571428575
2021-12-25,57.84488571428572
2021-12-26,57.48455238095238
2021-12-27,57.16597142857143
2021-12-28,56.91677142857142
2021-12-29,56.81200952380953
2021-12-30,56.789476190476186
