Date,Battery,Battery Consumption,Biomass,Cross border electricity trading,Fossil brown coal / lignite,Fossil coal-derived gas,Fossil gas,Fossil hard coal,Fossil oil,Fossil oil shale,Fossil peat,Geothermal,Hydro Run-of-River,Hydro pumped storage,Hydro pumped storage consumption,Hydro water reservoir,Load,Nuclear,Other renewables,Others,Renewable share of generation,Renewable share of load,Residual load,Solar,Waste,Wind offshore,Wind onshore
2020-01-10,,,7420.806250000001,2757.335416666667,26422.2625,1136.8541666666667,47300.4375,13221.441666666666,1038.3791666666666,330.90416666666664,787.8833333333333,698.0666666666666,11300.260416666666,2401.6124999999997,-3839.0208333333335,22102.483333333334,211610.21458333335,52399.520833333336,534.2541666666667,4724.245833333333,50.23333333333333,45.199999999999996,174559.1875,3239.170833333333,3012.75,5838.229166666667,27973.627083333336
2020-01-11,,,6871.272340425532,-531.65,23195.833333333332,1132.0791666666667,34654.65957446808,10556.63829787234,924.9319148936171,233.625,711.3541666666666,702.7708333333334,9600.625531914895,1423.704255319149,-3612.3583333333336,15460.3125,189543.43125,54881.117021276594,529.6,4860.444680851064,67.33191489361703,59.55625,148574.725,3299.5770833333336,2999.625,9816.260416666666,27852.8625
2020-01-12,,,6932.412499999999,-958.9583333333334,17684.320833333335,1134.8374999999999,31776.764583333334,9438.225,888.21875,230.90416666666667,692.4666666666667,703.5583333333334,8824.852083333333,1369.23125,-4222.670833333334,13806.233333333332,182876.3291666667,53663.762500000004,519.1291666666667,4784.077083333334,62.4625,54.381249999999994,139316.21458333332,3428.24375,2944.7125,7953.516666666666,32178.354166666668
2020-01-13,,,6841.702083333334,1712.9937500000003,25899.3,1141.5249999999999,44357.0625,14159.93125,1033.7854166666666,319.14166666666665,719.4458333333333,702.4499999999999,10544.233333333334,2680.16875,-2631.4375,20556.008333333335,212344.37708333333,54525.87291666667,523.8375,4936.602083333333,59.56458333333333,53.37916666666666,173338.22083333333,2659.9354166666667,2946.2083333333335,8648.50625,27697.714583333334
2020-01-14,,,6760.416666666667,200.34791666666663,23133.8625,1144.9041666666667,40437.137500000004,12079.335416666667,995.125,244.98749999999998,698.4416666666666,665.3666666666667,10385.916666666666,2867.8375,-3891.2875,18852.1875,215077.56458333333,52310.30833333333,518.8416666666667,5259.210416666667,63.93333333333334,64.05208333333333,159661.87916666668,2590.827083333333,2805.433333333333,9799.35,43025.51458333333
2020-01-15,,,7334.435416666667,1097.4729166666668,23585.3125,1114.3166666666666,40122.768749999996,11684.697916666666,1022.4729166666666,236.89166666666665,679.9333333333333,665.0666666666667,10294.88125,2299.4562499999997,-4249.041666666667,18455.899999999998,214226.76041666666,51870.39166666666,519.5333333333333,5200.352083333333,66.64791666666666,65.50625000000001,160721.99375,3584.758333333333,2839.508333333333,8755.3375,41164.65625
2020-01-16,,,7696.327083333334,1927.5083333333332,27337.108333333334,1104.1458333333333,42282.32708333333,12530.975,986.4333333333334,298.1041666666667,713.65,696.0749999999999,10133.370833333332,2526.725,-3801.7708333333335,18971.075,211913.35,52023.99791666667,531.1208333333333,5034.381249999999,66.44583333333334,68.22291666666666,166379.09791666668,3842.05625,2894.929166666667,9620.279166666667,32071.902083333334
2020-01-17,,,7719.054166666666,1616.3520833333332,26967.287500000002,1106.4583333333333,45074.22083333333,12097.918749999999,1022.7270833333333,288.5541666666667,767.85,701.2708333333334,10313.479166666666,2627.6541666666667,-4149.358333333334,20396.766666666666,212663.41041666665,51870.677083333336,535.725,5035.004166666667,61.50416666666666,53.75208333333333,169267.61666666667,3318.558333333334,2940.8583333333336,9283.572916666666,30793.64791666667
2020-01-18,,,7733.068749999999,720.3874999999999,26225.162500000002,1121.4333333333334,39356.40625,11015.106249999999,1105.6833333333334,70.21249999999999,726.4208333333332,701.5291666666667,9587.939583333333,1963.7833333333335,-3129.191666666667,16906.904166666667,193609.97708333333,51098.237499999996,531.6458333333334,4618.047916666666,58.525000000000006,52.74375,156598.50833333333,2783.3291666666664,2952.683333333333,8260.65625,25967.485416666666
2020-01-19,,,7416.181250000001,999.8729166666667,26105.029166666664,1125.9208333333333,39359.8125,11128.675000000001,1021.9812499999999,160.80416666666667,761.9250000000001,703.8208333333333,8577.460416666667,1332.5791666666667,-5001.079166666666,16050.1625,187855.17916666667,51997.30833333333,521.35,4328.6375,49.14791666666667,43.375,153400.92916666667,3231.570833333333,2844.0416666666665,5890.589583333333,25332.077083333334
2020-01-20,,,7215.35625,396.4416666666666,28734.691666666666,1130.6666666666667,54880.57708333334,17624.983333333334,1075.8729166666667,272.03749999999997,721.7875,689.7083333333334,9891.25625,2642.641666666667,-3885.5875,19827.541666666668,217336.12291666667,52244.50416666667,518.8583333333333,4598.658333333334,43.48541666666667,41.8125,179947.29166666666,3209.3333333333335,2810.8416666666667,4094.9270833333335,30084.58125
2020-01-21,,,6976.064583333333,-63.99583333333331,29439.666666666668,1134.4333333333332,60599.56875,17100.47291666667,1191.75,262.925,743.0208333333334,683.4041666666667,10233.420833333334,2829.0020833333333,-2932.9500000000003,19273.37083333333,221565.92916666667,53211.97708333333,517.8833333333333,4759.587500000001,34.50625,33.47083333333333,185863.60624999998,3727.070833333333,2804.241666666667,3817.40625,28157.847916666666
2020-01-22,,,7578.395833333333,1031.2145833333334,30624.458333333332,1164.0874999999999,62691.85,18780.470833333333,1242.7375,321.1333333333333,815.1125000000001,689.6583333333333,10873.972916666668,3335.160416666667,-3038.316666666667,22169.495833333334,221430.74375,53734.729166666664,525.5083333333333,4786.179166666667,31.204166666666666,30.629166666666666,195631.50416666665,2630.65625,2214.0208333333335,2025.3791666666666,21143.202083333334
2020-01-23,,,7754.039583333334,188.29583333333332,30575.558333333334,1161.7208333333333,63249.07083333333,21260.212499999998,1244.1000000000001,317.5125,831.5625,686.1708333333332,10849.4,2838.0125000000003,-2430.9,22540.2375,218689.52083333334,53360.4375,525.25,4590.379166666667,33.981249999999996,35.47291666666667,195896.41874999998,2682.9770833333337,2269.641666666667,2329.610416666667,17780.516666666666
