Date,Berlin_HDD,London_HDD,Rome_HDD,Berlin_CDD,London_CDD,Rome_CDD
2021-10-23,11.0,9.0,1.0,0.0,0.0,0.0
2021-10-24,11.9,5.800000000000001,0.3999999999999986,0.0,0.0,0.0
2021-10-25,11.7,6.300000000000001,1.5,0.0,0.0,0.0
2021-10-26,8.8,6.1,2.9000000000000004,0.0,0.0,0.0
2021-10-27,6.1,3.4000000000000004,2.3000000000000007,0.0,0.0,0.0
2021-10-28,7.699999999999999,4.300000000000001,4.1,0.0,0.0,0.0
2021-10-29,9.3,4.9,4.5,0.0,0.0,0.0
2021-10-30,8.6,6.699999999999999,4.0,0.0,0.0,0.0
2021-10-31,5.4,6.6,3.4000000000000004,0.0,0.0,0.0
2021-11-01,7.800000000000001,8.5,1.3000000000000007,0.0,0.0,0.0
2021-11-02,9.7,11.6,1.6999999999999993,0.0,0.0,0.0
2021-11-03,11.7,12.3,2.0999999999999996,0.0,0.0,0.0
2021-11-04,11.0,11.2,2.8000000000000007,0.0,0.0,0.0
2021-11-05,10.3,12.9,6.300000000000001,0.0,0.0,0.0
2021-11-06,9.2,8.0,4.199999999999999,0.0,0.0,0.0
2021-11-07,9.4,8.3,0.3000000000000007,0.0,0.0,0.0
2021-11-08,9.7,10.4,2.3000000000000007,0.0,0.0,0.0
2021-11-09,9.9,5.800000000000001,3.0,0.0,0.0,0.0
2021-11-10,13.7,6.4,0.3000000000000007,0.0,0.0,0.0
2021-11-11,13.5,7.1,2.0,0.0,0.0,0.0
2021-11-12,11.4,6.1,2.6999999999999993,0.0,0.0,0.0
2021-11-13,13.4,6.9,4.6,0.0,0.0,0.0
2021-11-14,13.2,7.800000000000001,4.0,0.0,0.0,0.0
2021-11-15,12.6,8.2,2.9000000000000004,0.0,0.0,0.0
2021-11-16,12.9,9.9,5.199999999999999,0.0,0.0,0.0
2021-11-17,12.3,10.2,5.5,0.0,0.0,0.0
2021-11-18,10.5,8.7,5.300000000000001,0.0,0.0,0.0
2021-11-19,7.300000000000001,7.1,5.800000000000001,0.0,0.0,0.0
2021-11-20,7.6,8.1,6.9,0.0,0.0,0.0
2021-11-21,10.3,11.4,6.5,0.0,0.0,0.0
2021-11-22,15.1,12.2,5.300000000000001,0.0,0.0,0.0
2021-11-23,13.5,13.8,5.699999999999999,0.0,0.0,0.0
2021-11-24,11.6,12.7,6.1,0.0,0.0,0.0
2021-11-25,13.9,14.1,4.9,0.0,0.0,0.0
2021-11-26,15.3,13.7,7.199999999999999,0.0,0.0,0.0
2021-11-27,16.6,14.8,6.4,0.0,0.0,0.0
2021-11-28,17.2,16.7,7.300000000000001,0.0,0.0,0.0
2021-11-29,17.3,17.4,11.7,0.0,0.0,0.0
2021-11-30,14.9,9.4,12.8,0.0,0.0,0.0
2021-12-01,12.9,10.2,8.6,0.0,0.0,0.0
2021-12-02,15.9,16.4,6.699999999999999,0.0,0.0,0.0
2021-12-03,17.7,12.8,8.0,0.0,0.0,0.0
2021-12-04,16.2,12.7,10.0,0.0,0.0,0.0
2021-12-05,17.0,12.8,6.9,0.0,0.0,0.0
2021-12-06,18.0,14.2,11.4,0.0,0.0,0.0
2021-12-07,18.8,13.7,12.5,0.0,0.0,0.0
2021-12-08,19.0,12.5,9.3,0.0,0.0,0.0
2021-12-09,19.8,12.9,9.4,0.0,0.0,0.0
2021-12-10,19.2,12.4,12.1,0.0,0.0,0.0
2021-12-11,20.2,13.5,11.4,0.0,0.0,0.0
2021-12-12,17.3,6.6,10.7,0.0,0.0,0.0
2021-12-13,12.8,7.6,12.8,0.0,0.0,0.0
2021-12-14,11.3,7.6,10.4,0.0,0.0,0.0
2021-12-15,10.4,7.4,10.4,0.0,0.0,0.0
2021-12-16,11.0,9.1,10.8,0.0,0.0,0.0
2021-12-17,13.2,10.6,11.1,0.0,0.0,0.0
2021-12-18,12.4,9.9,11.9,0.0,0.0,0.0
2021-12-19,12.1,11.6,13.2,0.0,0.0,0.0
2021-12-20,17.6,12.3,12.2,0.0,0.0,0.0
2021-12-21,18.8,14.2,11.9,0.0,0.0,0.0
2021-12-22,19.6,17.2,9.6,0.0,0.0,0.0
2021-12-23,19.6,11.3,10.7,0.0,0.0,0.0
2021-12-24,16.5,9.8,6.5,0.0,0.0,0.0
2021-12-25,23.6,11.1,4.6,0.0,0.0,0.0
2021-12-26,25.6,11.0,5.9,0.0,0.0,0.0
2021-12-27,21.4,9.5,7.199999999999999,0.0,0.0,0.0
2021-12-28,18.8,8.3,6.4,0.0,0.0,0.0
2021-12-29,16.2,7.800000000000001,5.5,0.0,0.0,0.0
2021-12-30,10.2,4.4,8.2,0.0,0.0,0.0
2021-12-31,6.1,4.9,7.800000000000001,0.0,0.0,0.0
2022-01-01,7.0,5.1,9.4,0.0,0.0,0.0
2022-01-02,8.5,6.9,10.0,0.0,0.0,0.0
2022-01-03,9.7,9.3,8.8,0.0,0.0,0.0
2022-01-04,11.9,13.3,5.800000000000001,0.0,0.0,0.0
2022-01-05,14.4,15.9,4.699999999999999,0.0,0.0,0.0
2022-01-06,17.8,16.6,8.7,0.0,0.0,0.0
2022-01-07,17.7,14.2,10.7,0.0,0.0,0.0
2022-01-08,17.5,12.3,13.5,0.0,0.0,0.0
2022-01-09,17.5,14.9,13.2,0.0,0.0,0.0
2022-01-10,15.4,13.3,12.3,0.0,0.0,0.0
2022-01-11,20.4,9.5,10.5,0.0,0.0,0.0
2022-01-12,18.0,14.1,11.6,0.0,0.0,0.0
2022-01-13,14.4,16.4,13.2,0.0,0.0,0.0
2022-01-14,13.2,17.6,13.7,0.0,0.0,0.0
2022-01-15,17.6,16.5,11.6,0.0,0.0,0.0
2022-01-16,16.9,14.5,11.3,0.0,0.0,0.0
2022-01-17,14.2,15.6,11.8,0.0,0.0,0.0
2022-01-18,15.8,15.8,12.1,0.0,0.0,0.0
2022-01-19,14.7,13.0,11.8,0.0,0.0,0.0
2022-01-20,16.7,16.3,8.8,0.0,0.0,0.0
2022-01-21,18.8,17.8,10.5,0.0,0.0,0.0
2022-01-22,15.6,16.1,12.7,0.0,0.0,0.0
2022-01-23,13.2,13.6,13.5,0.0,0.0,0.0
2022-01-24,13.2,14.6,12.5,0.0,0.0,0.0
2022-01-25,14.2,16.1,14.0,0.0,0.0,0.0
2022-01-26,14.9,14.5,13.3,0.0,0.0,0.0
2022-01-27,14.0,11.4,12.2,0.0,0.0,0.0
2022-01-28,14.1,13.9,10.2,0.0,0.0,0.0
2022-01-29,12.8,8.1,12.1,0.0,0.0,0.0
2022-01-30,12.8,14.2,11.7,0.0,0.0,0.0
2022-01-31,16.3,12.1,11.1,0.0,0.0,0.0
2022-02-01,15.9,8.9,10.2,0.0,0.0,0.0
2022-02-02,13.8,8.7,11.1,0.0,0.0,0.0
2022-02-03,14.5,9.9,9.8,0.0,0.0,0.0
2022-02-04,11.6,11.5,6.9,0.0,0.0,0.0
2022-02-05,14.2,12.1,6.9,0.0,0.0,0.0
2022-02-06,12.9,9.0,8.9,0.0,0.0,0.0
2022-02-07,14.6,11.7,7.0,0.0,0.0,0.0
2022-02-08,12.3,7.699999999999999,11.0,0.0,0.0,0.0
2022-02-09,9.6,8.5,10.1,0.0,0.0,0.0
2022-02-10,11.0,11.8,9.4,0.0,0.0,0.0
2022-02-11,14.3,14.7,9.9,0.0,0.0,0.0
2022-02-12,17.8,13.2,9.3,0.0,0.0,0.0
2022-02-13,15.4,10.1,8.5,0.0,0.0,0.0
2022-02-14,11.1,10.6,7.5,0.0,0.0,0.0
2022-02-15,11.6,11.6,6.9,0.0,0.0,0.0
2022-02-16,11.2,5.5,9.2,0.0,0.0,0.0
2022-02-17,10.4,9.3,9.1,0.0,0.0,0.0
2022-02-18,11.9,9.8,6.5,0.0,0.0,0.0
2022-02-19,12.7,12.6,5.0,0.0,0.0,0.0
2022-02-20,12.8,8.4,5.699999999999999,0.0,0.0,0.0
2022-02-21,12.3,11.0,6.4,0.0,0.0,0.0
2022-02-22,13.0,9.6,8.1,0.0,0.0,0.0
2022-02-23,12.0,11.6,8.6,0.0,0.0,0.0
2022-02-24,12.3,11.8,8.1,0.0,0.0,0.0
2022-02-25,14.4,12.3,8.3,0.0,0.0,0.0
2022-02-26,14.6,13.5,11.0,0.0,0.0,0.0
2022-02-27,17.2,12.9,11.0,0.0,0.0,0.0
2022-02-28,17.7,9.4,10.5,0.0,0.0,0.0
2022-03-01,17.5,9.8,12.2,0.0,0.0,0.0
2022-03-02,17.3,11.6,12.2,0.0,0.0,0.0
2022-03-03,19.0,9.6,11.1,0.0,0.0,0.0
2022-03-04,16.8,10.7,11.2,0.0,0.0,0.0
2022-03-05,17.9,12.1,11.7,0.0,0.0,0.0
2022-03-06,18.2,13.5,12.2,0.0,0.0,0.0
2022-03-07,16.1,13.8,12.5,0.0,0.0,0.0
2022-03-08,16.1,12.7,13.2,0.0,0.0,0.0
2022-03-09,15.1,8.9,12.0,0.0,0.0,0.0
2022-03-10,16.0,7.1,10.3,0.0,0.0,0.0
2022-03-11,16.7,8.1,9.9,0.0,0.0,0.0
2022-03-12,14.9,8.9,8.8,0.0,0.0,0.0
2022-03-13,13.8,9.5,9.7,0.0,0.0,0.0
2022-03-14,12.0,11.1,8.3,0.0,0.0,0.0
2022-03-15,10.3,9.6,7.699999999999999,0.0,0.0,0.0
2022-03-16,11.0,8.4,6.699999999999999,0.0,0.0,0.0
2022-03-17,10.6,10.9,4.800000000000001,0.0,0.0,0.0
2022-03-18,10.4,10.1,4.800000000000001,0.0,0.0,0.0
2022-03-19,12.6,8.9,5.5,0.0,0.0,0.0
2022-03-20,12.5,11.2,7.1,0.0,0.0,0.0
2022-03-21,12.1,10.6,9.0,0.0,0.0,0.0
2022-03-22,11.6,7.0,9.1,0.0,0.0,0.0
2022-03-23,10.5,7.4,7.5,0.0,0.0,0.0
2022-03-24,12.2,8.0,6.300000000000001,0.0,0.0,0.0
2022-03-25,10.2,9.3,6.0,0.0,0.0,0.0
2022-03-26,10.1,8.6,5.0,0.0,0.0,0.0
2022-03-27,10.8,9.8,2.5999999999999996,0.0,0.0,0.0
2022-03-28,9.5,9.5,3.5999999999999996,0.0,0.0,0.0
2022-03-29,10.6,8.6,4.800000000000001,0.0,0.0,0.0
2022-03-30,13.3,10.2,5.0,0.0,0.0,0.0
2022-03-31,14.7,14.2,3.6999999999999993,0.0,0.0,0.0
2022-04-01,14.7,14.3,5.6,0.0,0.0,0.0
2022-04-02,16.1,14.8,9.9,0.0,0.0,0.0
2022-04-03,16.3,14.5,10.1,0.0,0.0,0.0
2022-04-04,14.8,9.1,8.3,0.0,0.0,0.0
2022-04-05,11.6,7.0,7.9,0.0,0.0,0.0
2022-04-06,8.2,7.5,8.0,0.0,0.0,0.0
2022-04-07,8.0,8.9,6.1,0.0,0.0,0.0
2022-04-08,11.5,12.1,3.5999999999999996,0.0,0.0,0.0
2022-04-09,12.8,11.8,4.199999999999999,0.0,0.0,0.0
2022-04-10,13.7,10.7,7.0,0.0,0.0,0.0
2022-04-11,12.1,7.5,7.699999999999999,0.0,0.0,0.0
2022-04-12,9.9,5.199999999999999,6.4,0.0,0.0,0.0
2022-04-13,5.699999999999999,5.199999999999999,4.0,0.0,0.0,0.0
2022-04-14,6.5,5.699999999999999,2.6999999999999993,0.0,0.0,0.0
2022-04-15,9.8,4.300000000000001,1.3999999999999986,0.0,0.0,0.0
2022-04-16,11.7,5.9,0.8000000000000007,0.0,0.0,0.0
2022-04-17,10.9,6.199999999999999,3.0,0.0,0.0,0.0
2022-04-18,10.1,7.199999999999999,4.699999999999999,0.0,0.0,0.0
2022-04-19,10.1,7.1,5.0,0.0,0.0,0.0
2022-04-20,9.4,6.699999999999999,2.5,0.0,0.0,0.0
2022-04-21,8.5,6.300000000000001,0.8999999999999986,0.0,0.0,0.0
2022-04-22,8.4,6.4,3.3000000000000007,0.0,0.0,0.0
2022-04-23,7.1,5.4,2.4000000000000004,0.0,0.0,0.0
2022-04-24,6.699999999999999,5.4,2.4000000000000004,0.0,0.0,0.0
2022-04-25,9.0,8.5,3.5,0.0,0.0,0.0
2022-04-26,8.1,8.0,2.9000000000000004,0.0,0.0,0.0
2022-04-27,6.4,9.4,2.5999999999999996,0.0,0.0,0.0
2022-04-28,7.0,8.6,1.1999999999999993,0.0,0.0,0.0
2022-04-29,6.1,9.6,1.1999999999999993,0.0,0.0,0.0
2022-04-30,4.6,7.9,1.6999999999999993,0.0,0.0,0.0
2022-05-01,6.199999999999999,6.9,3.4000000000000004,0.0,0.0,0.0
2022-05-02,5.1,6.199999999999999,2.3000000000000007,0.0,0.0,0.0
2022-05-03,5.699999999999999,5.800000000000001,2.0,0.0,0.0,0.0
2022-05-04,4.4,5.5,1.8000000000000007,0.0,0.0,0.0
2022-05-05,4.1,4.9,1.8999999999999986,0.0,0.0,0.0
2022-05-06,4.0,3.3000000000000007,0.0,0.0,0.0,0.0
2022-05-07,2.1999999999999993,3.9000000000000004,1.1999999999999993,0.0,0.0,0.0
2022-05-08,3.3000000000000007,5.699999999999999,1.3999999999999986,0.0,0.0,0.0
2022-05-09,3.8000000000000007,4.0,1.1999999999999993,0.0,0.0,0.0
2022-05-10,0.0,2.4000000000000004,0.0,0.0,0.0,0.0
2022-05-11,0.0,5.0,0.0,0.0,0.0,0.0
2022-05-12,1.1999999999999993,5.4,0.0,0.0,0.0,0.0
2022-05-13,3.3000000000000007,3.5999999999999996,0.0,0.0,0.0,0.0
2022-05-14,2.3000000000000007,3.6999999999999993,0.0,0.0,0.0,0.0
2022-05-15,3.4000000000000004,3.0,0.0,0.0,0.0,0.0
2022-05-16,0.3000000000000007,1.8000000000000007,0.0,0.0,0.0,0.0
2022-05-17,1.0,0.0,0.0,0.0,0.0,0.0
2022-05-18,0.0,1.3000000000000007,0.0,0.0,0.0,0.8999999999999986
2022-05-19,0.0,1.1999999999999993,0.0,0.0,0.0,0.0
2022-05-20,0.0,4.5,0.0,0.0,0.0,0.0
2022-05-21,2.0999999999999996,3.8000000000000007,0.0,0.0,0.0,0.0
2022-05-22,3.5999999999999996,2.5,0.0,0.0,0.0,0.0
2022-05-23,1.6999999999999993,3.9000000000000004,0.0,0.0,0.0,0.3000000000000007
2022-05-24,0.10000000000000142,5.300000000000001,0.0,0.0,0.0,1.6000000000000014
2022-05-25,2.6999999999999993,4.699999999999999,0.0,0.0,0.0,2.8000000000000007
2022-05-26,1.0,2.5,0.0,0.0,0.0,3.5
2022-05-27,3.0999999999999996,2.5999999999999996,0.0,0.0,0.0,5.0
2022-05-28,6.1,5.300000000000001,0.0,0.0,0.0,4.300000000000001
2022-05-29,6.300000000000001,6.9,0.0,0.0,0.0,1.3000000000000007
2022-05-30,6.199999999999999,7.1,0.0,0.0,0.0,1.5
2022-05-31,4.4,6.6,0.0,0.0,0.0,2.1999999999999993
2022-06-01,3.8000000000000007,5.699999999999999,0.0,0.0,0.0,1.3999999999999986
2022-06-02,4.0,4.199999999999999,0.0,0.0,0.0,3.3000000000000007
2022-06-03,0.8000000000000007,1.8000000000000007,0.0,0.0,0.0,4.399999999999999
2022-06-04,0.0,3.0999999999999996,0.0,0.0,0.0,5.600000000000001
2022-06-05,0.0,4.199999999999999,0.0,0.0,0.0,5.600000000000001
2022-06-06,0.0,3.8000000000000007,0.0,0.0,0.0,5.300000000000001
2022-06-07,0.0,2.5,0.0,0.0,0.0,4.0
2022-06-08,0.0,1.3999999999999986,0.0,0.0,0.0,2.6999999999999993
2022-06-09,0.0,2.6999999999999993,0.0,0.0,0.0,0.8000000000000007
2022-06-10,0.0,0.3000000000000007,0.0,0.0,0.0,1.5
2022-06-11,0.0,1.3999999999999986,0.0,0.0,0.0,2.8999999999999986
2022-06-12,0.0,2.4000000000000004,0.0,0.0,0.0,3.8999999999999986
2022-06-13,1.5,2.8000000000000007,0.0,0.0,0.0,2.5
2022-06-14,3.1999999999999993,1.3000000000000007,0.0,0.0,0.0,2.6999999999999993
2022-06-15,0.3000000000000007,0.0,0.0,0.0,0.0,3.3000000000000007
2022-06-16,0.0,0.0,0.0,0.0,0.0,4.100000000000001
2022-06-17,0.0,0.0,0.0,0.0,1.3000000000000007,4.300000000000001
2022-06-18,0.0,0.0,0.0,3.8999999999999986,0.0,4.100000000000001
2022-06-19,0.0,3.5,0.0,3.3999999999999986,0.0,3.6999999999999993
2022-06-20,2.9000000000000004,2.3000000000000007,0.0,0.0,0.0,3.3999999999999986
2022-06-21,0.5,1.5,0.0,0.0,0.0,3.6999999999999993
2022-06-22,0.0,0.0,0.0,0.0,0.0,5.199999999999999
2022-06-23,0.0,0.0,0.0,0.1999999999999993,0.0,4.5
2022-06-24,0.0,0.0,0.0,3.1000000000000014,0.0,4.699999999999999
2022-06-25,0.0,1.8999999999999986,0.0,0.3000000000000007,0.0,4.399999999999999
2022-06-26,0.0,2.0999999999999996,0.0,1.8999999999999986,0.0,7.0
2022-06-27,0.0,2.5999999999999996,0.0,5.0,0.0,9.2
2022-06-28,0.0,2.1999999999999993,0.0,0.0,0.0,8.3
2022-06-29,0.0,1.6999999999999993,0.0,0.0,0.0,5.5
2022-06-30,0.0,2.6999999999999993,0.0,0.10000000000000142,0.0,5.699999999999999
2022-07-01,0.0,2.6999999999999993,0.0,0.0,0.0,6.199999999999999
2022-07-02,0.0,1.5,0.0,0.0,0.0,6.800000000000001
2022-07-03,0.0,1.8000000000000007,0.0,0.8000000000000007,0.0,8.100000000000001
2022-07-04,0.0,1.6000000000000014,0.0,0.0,0.0,8.5
2022-07-05,0.0,1.5,0.0,0.0,0.0,7.199999999999999
2022-07-06,0.3000000000000007,0.0,0.0,0.0,0.0,7.0
2022-07-07,1.6000000000000014,0.0,0.0,0.0,0.0,5.800000000000001
2022-07-08,1.1999999999999993,0.0,0.0,0.0,0.0,3.6999999999999993
2022-07-09,1.6000000000000014,0.0,0.0,0.0,0.0,4.0
2022-07-10,1.8999999999999986,0.0,0.0,0.0,0.0,2.6999999999999993
2022-07-11,0.6999999999999993,0.0,0.0,0.0,1.1999999999999993,3.8000000000000007
2022-07-12,0.0,0.0,0.0,0.0,2.1000000000000014,4.399999999999999
2022-07-13,0.0,0.0,0.0,0.0,1.1000000000000014,4.300000000000001
2022-07-14,0.0,0.0,0.0,0.0,0.0,4.300000000000001
2022-07-15,1.1999999999999993,0.0,0.0,0.0,0.0,5.699999999999999
2022-07-16,0.6000000000000014,0.0,0.0,0.0,0.0,6.300000000000001
2022-07-17,0.8000000000000007,0.0,0.0,0.0,0.6999999999999993,7.0
2022-07-18,0.0,0.0,0.0,0.0,5.199999999999999,7.800000000000001
2022-07-19,0.0,0.0,0.0,4.5,7.100000000000001,7.600000000000001
2022-07-20,0.0,0.0,0.0,7.899999999999999,0.0,7.300000000000001
2022-07-21,0.0,0.0,0.0,2.8000000000000007,0.0,7.300000000000001
2022-07-22,0.0,0.0,0.0,0.0,0.0,7.899999999999999
2022-07-23,0.0,0.0,0.0,0.0,0.0,7.399999999999999
2022-07-24,0.0,0.0,0.0,0.0,0.0,6.699999999999999
2022-07-25,0.0,0.0,0.0,3.8999999999999986,0.0,7.600000000000001
2022-07-26,0.0,0.3000000000000007,0.0,0.0,0.0,7.0
2022-07-27,1.1000000000000014,0.6000000000000014,0.0,0.0,0.0,6.800000000000001
2022-07-28,1.1000000000000014,0.0,0.0,0.0,0.0,6.199999999999999
2022-07-29,0.0,0.0,0.0,0.0,0.0,5.5
2022-07-30,0.0,0.0,0.0,0.0,0.0,5.5
2022-07-31,0.0,0.0,0.0,0.3999999999999986,0.0,6.399999999999999
2022-08-01,0.0,0.0,0.0,0.0,0.0,6.300000000000001
2022-08-02,0.0,0.0,0.0,0.0,0.0,7.0
2022-08-03,0.0,0.0,0.0,3.8000000000000007,0.0,7.0
2022-08-04,0.0,0.0,0.0,7.5,0.0,7.100000000000001
2022-08-05,0.0,0.10000000000000142,0.0,2.3000000000000007,0.0,6.800000000000001
2022-08-06,0.0,0.6000000000000014,0.0,0.0,0.0,7.699999999999999
2022-08-07,0.0,0.0,0.0,0.0,0.0,8.3
2022-08-08,0.0,0.0,0.0,0.0,0.0,7.100000000000001
2022-08-09,0.0,0.0,0.0,0.0,0.0,4.600000000000001
2022-08-10,0.0,0.0,0.0,0.0,0.0,5.300000000000001
2022-08-11,0.0,0.0,0.0,1.6000000000000014,1.1000000000000014,4.5
2022-08-12,0.0,0.0,0.0,1.6000000000000014,2.1999999999999993,3.8000000000000007
2022-08-13,0.0,0.0,0.0,0.6000000000000014,3.1000000000000014,1.3999999999999986
2022-08-14,0.0,0.0,0.0,3.5,3.1999999999999993,2.0
2022-08-15,0.0,0.0,0.0,2.1000000000000014,1.1000000000000014,3.6000000000000014
2022-08-16,0.0,0.0,0.0,2.1999999999999993,0.0,4.5
2022-08-17,0.0,0.0,0.0,3.8000000000000007,0.0,5.5
2022-08-18,0.0,0.0,0.0,4.600000000000001,0.0,7.199999999999999
2022-08-19,0.0,0.0,0.0,0.0,0.0,2.1000000000000014
2022-08-20,0.0,0.0,0.0,0.0,0.0,1.8999999999999986
2022-08-21,0.0,0.0,0.0,0.0,0.0,3.3000000000000007
2022-08-22,0.0,0.0,0.0,0.0,0.0,3.0
2022-08-23,0.0,0.0,0.0,0.0,0.0,4.100000000000001
2022-08-24,0.0,0.0,0.0,0.0,0.1999999999999993,2.8999999999999986
2022-08-25,0.0,0.0,0.0,0.6000000000000014,0.0,3.6999999999999993
2022-08-26,0.0,0.0,0.0,0.0,0.0,4.899999999999999
2022-08-27,0.0,0.0,0.0,0.0,0.0,4.100000000000001
2022-08-28,0.0,0.6000000000000014,0.0,0.0,0.0,2.1999999999999993
2022-08-29,0.6000000000000014,0.8000000000000007,0.0,0.0,0.0,2.8000000000000007
2022-08-30,1.0,0.0,0.0,0.0,0.0,4.199999999999999
2022-08-31,1.1999999999999993,0.10000000000000142,0.0,0.0,0.0,4.100000000000001
2022-09-01,2.0,0.0,0.0,0.0,0.0,1.3000000000000007
2022-09-02,2.0,0.0,0.0,0.0,0.0,1.1000000000000014
2022-09-03,1.3999999999999986,0.0,0.0,0.0,0.0,2.3999999999999986
2022-09-04,0.0,0.0,0.0,0.0,0.0,1.8999999999999986
2022-09-05,0.0,0.0,0.0,0.0,0.0,2.3999999999999986
2022-09-06,0.0,0.0,0.0,0.0,0.0,3.1999999999999993
2022-09-07,0.0,0.8000000000000007,0.0,0.0,0.0,3.5
2022-09-08,0.8999999999999986,2.3000000000000007,0.0,0.0,0.0,1.3999999999999986
2022-09-09,1.3000000000000007,1.8000000000000007,0.0,0.0,0.0,3.1000000000000014
2022-09-10,1.8999999999999986,1.5,0.0,0.0,0.0,2.3000000000000007
2022-09-11,2.5999999999999996,0.8999999999999986,0.0,0.0,0.0,1.0
2022-09-12,2.9000000000000004,0.0,0.0,0.0,0.0,0.3999999999999986
2022-09-13,2.5,0.6000000000000014,0.0,0.0,0.0,1.0
2022-09-14,3.0999999999999996,1.0,0.0,0.0,0.0,2.0
2022-09-15,3.5999999999999996,3.0,0.0,0.0,0.0,2.3000000000000007
2022-09-16,4.9,5.5,0.0,0.0,0.0,2.3000000000000007
2022-09-17,6.0,6.699999999999999,0.0,0.0,0.0,0.0
2022-09-18,7.199999999999999,5.5,0.6000000000000014,0.0,0.0,0.0
2022-09-19,7.300000000000001,4.699999999999999,0.0,0.0,0.0,0.0
2022-09-20,7.5,3.8000000000000007,0.0,0.0,0.0,0.0
2022-09-21,7.5,3.0,0.0,0.0,0.0,0.0
2022-09-22,7.300000000000001,3.1999999999999993,0.8000000000000007,0.0,0.0,0.0
2022-09-23,7.6,2.9000000000000004,1.1999999999999993,0.0,0.0,0.0
2022-09-24,5.9,4.800000000000001,0.0,0.0,0.0,0.0
2022-09-25,4.699999999999999,5.699999999999999,0.0,0.0,0.0,0.0
2022-09-26,5.5,5.4,0.0,0.0,0.0,0.0
2022-09-27,7.0,7.0,0.0,0.0,0.0,0.0
2022-09-28,9.7,8.0,0.0,0.0,0.0,0.0
2022-09-29,9.2,7.699999999999999,0.0,0.0,0.0,0.0
2022-09-30,8.6,6.5,0.0,0.0,0.0,0.0
2022-10-01,7.6,3.0999999999999996,0.0,0.0,0.0,0.0
2022-10-02,5.5,4.0,0.0,0.0,0.0,0.0
2022-10-03,5.5,5.699999999999999,0.0,0.0,0.0,0.0
2022-10-04,5.199999999999999,2.5999999999999996,0.0,0.0,0.0,0.0
2022-10-05,4.199999999999999,2.3000000000000007,0.0,0.0,0.0,0.0
2022-10-06,3.4000000000000004,5.199999999999999,0.0,0.0,0.0,0.0
2022-10-07,7.4,3.5999999999999996,0.0,0.0,0.0,0.0
2022-10-08,6.800000000000001,6.9,0.0,0.0,0.0,0.0
2022-10-09,8.1,6.6,0.0,0.0,0.0,0.0
2022-10-10,6.9,5.9,0.0,0.0,0.0,0.0
2022-10-11,7.0,8.7,0.3000000000000007,0.0,0.0,0.0
2022-10-12,8.4,6.4,0.0,0.0,0.0,0.0
2022-10-13,8.3,4.6,0.10000000000000142,0.0,0.0,0.0
2022-10-14,6.699999999999999,6.1,1.1000000000000014,0.0,0.0,0.0
2022-10-15,3.8000000000000007,5.699999999999999,1.0,0.0,0.0,0.0
2022-10-16,2.5999999999999996,4.300000000000001,0.10000000000000142,0.0,0.0,0.0
2022-10-17,1.5,2.8000000000000007,0.0,0.0,0.0,0.0
2022-10-18,3.5999999999999996,6.699999999999999,0.0,0.0,0.0,0.0
2022-10-19,7.1,4.0,0.0,0.0,0.0,0.0
2022-10-20,10.0,4.1,0.0,0.0,0.0,0.0
2022-10-21,6.5,3.3000000000000007,0.0,0.0,0.0,0.0
2022-10-22,4.199999999999999,3.3000000000000007,0.0,0.0,0.0,0.0
2022-10-23,4.699999999999999,2.5999999999999996,0.0,0.0,0.0,0.0
2022-10-24,2.6999999999999993,4.4,0.0,0.0,0.0,0.0
2022-10-25,4.9,4.4,0.0,0.0,0.0,0.0
2022-10-26,6.9,2.0999999999999996,0.0,0.0,0.0,0.0
2022-10-27,4.5,1.6999999999999993,0.0,0.0,0.0,0.0
2022-10-28,1.6999999999999993,2.5999999999999996,0.0,0.0,0.0,0.0
2022-10-29,2.0,1.6999999999999993,0.0,0.0,0.0,0.0
2022-10-30,3.0999999999999996,3.6999999999999993,0.8999999999999986,0.0,0.0,0.0
2022-10-31,5.0,3.9000000000000004,1.1999999999999993,0.0,0.0,0.0
2022-11-01,5.300000000000001,5.4,1.0,0.0,0.0,0.0
2022-11-02,7.9,6.0,2.1999999999999993,0.0,0.0,0.0
2022-11-03,9.7,7.5,1.8999999999999986,0.0,0.0,0.0
2022-11-04,8.7,9.5,0.6999999999999993,0.0,0.0,0.0
2022-11-05,9.8,8.4,3.9000000000000004,0.0,0.0,0.0
2022-11-06,11.1,5.300000000000001,3.8000000000000007,0.0,0.0,0.0
2022-11-07,8.0,5.199999999999999,5.199999999999999,0.0,0.0,0.0
2022-11-08,6.4,5.0,5.199999999999999,0.0,0.0,0.0
2022-11-09,5.5,6.699999999999999,4.0,0.0,0.0,0.0
2022-11-10,7.199999999999999,5.199999999999999,1.8999999999999986,0.0,0.0,0.0
2022-11-11,8.5,4.300000000000001,3.1999999999999993,0.0,0.0,0.0
2022-11-12,11.3,6.300000000000001,5.4,0.0,0.0,0.0
2022-11-13,10.2,7.300000000000001,5.199999999999999,0.0,0.0,0.0
2022-11-14,11.0,7.1,5.6,0.0,0.0,0.0
2022-11-15,10.8,6.9,5.4,0.0,0.0,0.0
2022-11-16,12.2,8.3,2.1999999999999993,0.0,0.0,0.0
2022-11-17,14.1,8.4,3.0999999999999996,0.0,0.0,0.0
2022-11-18,18.7,9.6,2.0999999999999996,0.0,0.0,0.0
2022-11-19,20.1,11.3,4.1,0.0,0.0,0.0
