Date,Storage(TWh)
2023-02-27,692.215
2023-02-28,686.3222
2023-03-01,681.5597
2023-03-02,676.2093
2023-03-03,671.2202
2023-03-04,668.9794
2023-03-05,662.7734
2023-03-06,658.1859
2023-03-07,652.4524
2023-03-08,646.8191
2023-03-09,642.6249
2023-03-10,639.3208
2023-03-11,636.7109
2023-03-12,635.0198
2023-03-13,633.9407
2023-03-14,632.0824
2023-03-15,629.1877
2023-03-16,626.956
2023-03-17,625.9414
2023-03-18,626.5062
2023-03-19,626.8036
2023-03-20,625.445
2023-03-21,624.9643
2023-03-22,625.2916
2023-03-23,626.0067
2023-03-24,627.5113
2023-03-25,628.9689
2023-03-26,629.8029
2023-03-27,628.2532
2023-03-28,625.8618
2023-03-29,625.012
2023-03-30,625.4537
2023-03-31,627.8241
2023-04-01,627.9931
2023-04-02,628.5865
2023-04-03,627.7306
2023-04-04,626.3315
2023-04-05,624.9899
2023-04-06,624.1149
2023-04-07,624.3902
2023-04-08,625.6381
2023-04-09,627.7175
2023-04-10,630.0833
2023-04-11,631.6249
2023-04-12,632.5212
2023-04-13,633.3855
2023-04-14,633.39
2023-04-15,635.2792
2023-04-16,637.6789
2023-04-17,638.9929
2023-04-18,640.523
2023-04-19,642.4117
2023-04-20,644.093
2023-04-21,646.4475
2023-04-22,650.1344
2023-04-23,654.1633
2023-04-24,657.3483
2023-04-25,659.8699
2023-04-26,660.9714
2023-04-27,662.9205
2023-04-28,665.5249
2023-04-29,669.4202
2023-04-30,673.7924
2023-05-01,677.85
2023-05-02,680.3856
2023-05-03,682.9928
2023-05-04,685.3646
2023-05-05,688.766
2023-05-06,692.7355
2023-05-07,696.8523
2023-05-08,700.0501
2023-05-09,702.4646
2023-05-10,704.8702
2023-05-11,707.3034
2023-05-12,710.2775
2023-05-13,714.7887
2023-05-14,719.2941
2023-05-15,722.504
2023-05-16,725.5067
2023-05-17,728.5457
2023-05-18,731.8914
2023-05-19,735.52
2023-05-20,740.2532
2023-05-21,745.1257
2023-05-22,748.1494
2023-05-23,751.0923
2023-05-24,753.64
2023-05-25,756.4485
2023-05-26,760.0434
2023-05-27,764.5046
2023-05-28,768.7084
2023-05-29,772.3597
2023-05-30,775.347
2023-05-31,777.8543
2023-06-01,780.5664
2023-06-02,784.0648
2023-06-03,787.9565
2023-06-04,791.9009
2023-06-05,794.5259
2023-06-06,796.8271
2023-06-07,799.0241
2023-06-08,801.9967
2023-06-09,805.4832
2023-06-10,809.6492
2023-06-11,813.9668
2023-06-12,817.2673
2023-06-13,820.6397
2023-06-14,823.7153
2023-06-15,826.5071
2023-06-16,829.7424
2023-06-17,833.434
2023-06-18,837.7829
2023-06-19,840.7602
2023-06-20,843.9519
2023-06-21,845.078
2023-06-22,846.7646
2023-06-23,849.46
2023-06-24,853.5544
2023-06-25,857.5833
2023-06-26,860.6019
2023-06-27,863.0523
2023-06-28,865.28
2023-06-29,867.551
2023-06-30,870.491
2023-07-01,874.4794
2023-07-02,878.4355
2023-07-03,881.3098
2023-07-04,883.8471
2023-07-05,887.0109
2023-07-06,889.814
2023-07-07,893.1543
2023-07-08,897.187
2023-07-09,901.1457
2023-07-10,903.6132
2023-07-11,906.164
2023-07-12,908.914
2023-07-13,911.585
2023-07-14,914.8432
2023-07-15,919.1439
2023-07-16,923.4364
2023-07-17,926.6251
2023-07-18,929.2774
2023-07-19,931.7633
2023-07-20,934.2815
2023-07-21,937.2209
2023-07-22,941.0963
2023-07-23,945.2491
2023-07-24,948.1978
2023-07-25,951.0385
2023-07-26,954.0391
2023-07-27,956.9953
2023-07-28,959.8771
2023-07-29,964.0784
2023-07-30,968.4296
2023-07-31,971.8749
2023-08-01,973.8457
2023-08-02,977.1058
2023-08-03,980.1497
2023-08-04,982.6704
2023-08-05,986.1717
2023-08-06,989.815
2023-08-07,993.1994
2023-08-08,996.6019
2023-08-09,999.7139
2023-08-10,1002.7488
2023-08-11,1006.2534
2023-08-12,1010.4651
2023-08-13,1014.563
2023-08-14,1018.0724
2023-08-15,1021.2976
2023-08-16,1024.365
2023-08-17,1027.6695
2023-08-18,1031.1039
2023-08-19,1034.6734
2023-08-20,1037.9875
2023-08-21,1040.4294
2023-08-22,1041.1774
2023-08-23,1043.8583
2023-08-24,1045.3702
2023-08-25,1047.132
2023-08-26,1049.3046
2023-08-27,1051.7847
2023-08-28,1053.1458
2023-08-29,1053.7757
2023-08-30,1054.8582
2023-08-31,1055.1335
2023-09-01,1057.0346
2023-09-02,1058.9702
2023-09-03,1061.1745
2023-09-04,1062.4538
2023-09-05,1063.4788
2023-09-06,1064.0754
2023-09-07,1064.7107
2023-09-08,1065.4022
2023-09-09,1066.7721
2023-09-10,1068.0361
2023-09-11,1068.441
2023-09-12,1068.4304
2023-09-13,1068.548
2023-09-14,1068.6707
2023-09-15,1069.3148
2023-09-16,1070.4533
2023-09-17,1071.9672
2023-09-18,1073.0119
2023-09-19,1074.0245
2023-09-20,1074.8786
2023-09-21,1075.9085
2023-09-22,1077.2962
2023-09-23,1079.3006
2023-09-24,1081.5512
2023-09-25,1082.9236
2023-09-26,1084.0457
2023-09-27,1085.5238
2023-09-28,1086.86
2023-09-29,1088.4738
2023-09-30,1088.9028
2023-10-01,1091.2594
2023-10-02,1093.0381
2023-10-03,1095.1852
2023-10-04,1096.8171
2023-10-05,1097.6489
2023-10-06,1099.4933
2023-10-07,1101.4785
2023-10-08,1103.1731
2023-10-09,1104.2411
2023-10-10,1105.8517
2023-10-11,1107.6803
2023-10-12,1109.3281
2023-10-13,1111.7668
2023-10-14,1114.325
2023-10-15,1116.189
2023-10-16,1116.5055
2023-10-17,1116.747
2023-10-18,1117.0182
2023-10-19,1117.6784
2023-10-20,1118.777
2023-10-21,1120.651
2023-10-22,1122.4947
2023-10-23,1123.0828
2023-10-24,1123.8158
2023-10-25,1124.2556
2023-10-26,1124.9151
2023-10-27,1125.5315
2023-10-28,1127.6216
2023-10-29,1129.5761
2023-10-30,1130.6172
2023-10-31,1131.7
2023-11-01,1133.1705
2023-11-02,1134.0711
2023-11-03,1134.215
2023-11-04,1134.821
2023-11-05,1135.64
2023-11-06,1135.7301
2023-11-07,1135.5505
2023-11-08,1135.0599
2023-11-09,1134.6145
2023-11-10,1134.0909
2023-11-11,1134.2299
2023-11-12,1134.2922
2023-11-13,1133.4052
2023-11-14,1133.1513
2023-11-15,1132.6418
2023-11-16,1130.6655
2023-11-17,1128.8196
2023-11-18,1128.0712
2023-11-19,1128.4116
2023-11-20,1127.1018
2023-11-21,1124.8585
2023-11-22,1121.5706
2023-11-23,1118.9599
2023-11-24,1116.1641
2023-11-25,1113.4702
2023-11-26,1110.5006
2023-11-27,1105.5639
2023-11-28,1099.9153
2023-11-29,1093.2389
2023-11-30,1086.7034
2023-12-01,1080.5421
2023-12-02,1075.0608
2023-12-03,1070.1878
2023-12-04,1063.3818
2023-12-05,1056.7791
2023-12-06,1050.1022
2023-12-07,1044.086
2023-12-08,1039.2411
2023-12-09,1036.3117
2023-12-10,1034.0861
2023-12-11,1030.4717
2023-12-12,1026.5985
2023-12-13,1022.6145
2023-12-14,1018.2759
2023-12-15,1014.5261
2023-12-16,1012.7216
2023-12-17,1010.6713
2023-12-18,1006.602
2023-12-19,1002.2363
2023-12-20,998.5996
2023-12-21,995.8264
2023-12-22,993.8092
2023-12-23,992.4714
2023-12-24,991.9429
2023-12-25,991.7394
2023-12-26,990.9871
2023-12-27,989.3271
2023-12-28,988.1666
2023-12-29,986.8246
2023-12-30,985.7918
2023-12-31,984.6128
2024-01-01,982.8235
2024-01-02,980.3646
2024-01-03,977.8049
2024-01-04,973.9535
2024-01-05,969.6804
2024-01-06,965.4381
2024-01-07,960.2621
2024-01-08,951.289
2024-01-09,941.6657
2024-01-10,931.7757
2024-01-11,922.197
2024-01-12,913.6162
2024-01-13,906.7266
2024-01-14,900.4664
2024-01-15,892.5677
2024-01-16,883.9921
2024-01-17,875.659
2024-01-18,868.0469
2024-01-19,860.243
2024-01-20,853.8786
2024-01-21,847.9545
2024-01-22,842.0951
2024-01-23,836.654
2024-01-24,832.2717
2024-01-25,827.669
2024-01-26,823.4162
2024-01-27,819.356
2024-01-28,815.1971
2024-01-29,809.796
2024-01-30,804.5193
2024-01-31,799.5583
2024-02-01,794.5999
2024-02-02,790.3394
2024-02-03,787.8439
2024-02-04,785.4001
2024-02-05,781.7123
2024-02-06,778.0658
2024-02-07,773.3838
2024-02-08,768.8824
2024-02-09,765.9301
2024-02-10,763.9623
2024-02-11,761.8656
2024-02-12,757.9335
2024-02-13,753.9802
2024-02-14,750.806
2024-02-15,748.3018
2024-02-16,746.2797
2024-02-17,745.0395
2024-02-18,743.8023
2024-02-19,741.5295
2024-02-20,739.1399
2024-02-21,736.6726
2024-02-22,734.2078
2024-02-23,731.1868
2024-02-24,728.9427
2024-02-25,727.0986
2024-02-26,723.4581
2024-02-27,719.3716
2024-02-28,715.4699
2024-02-29,712.4841
2024-03-01,710.2454
2024-03-02,709.3771
2024-03-03,708.6572
2024-03-04,706.1442
2024-03-05,703.034
2024-03-06,699.4265
2024-03-07,696.2107
2024-03-08,693.5633
2024-03-09,692.3154
2024-03-10,691.4001
2024-03-11,688.6612
2024-03-12,685.7393
2024-03-13,683.3923
2024-03-14,683.1464
2024-03-15,681.7707
2024-03-16,681.4035
2024-03-17,680.9728
2024-03-18,679.3258
2024-03-19,677.7172
2024-03-20,676.5293
2024-03-21,675.708
2024-03-22,675.4096
2024-03-23,675.6173
2024-03-24,675.3142
2024-03-25,673.4159
2024-03-26,672.2386
2024-03-27,671.1349
2024-03-28,669.9592
2024-03-29,669.9592
2024-03-30,670.2893
2024-03-31,666.1458
2024-04-01,669.1111
2024-04-02,670.6287
2024-04-03,671.3505
2024-04-04,671.7742
2024-04-05,673.6079
2024-04-06,677.2041
2024-04-07,680.1409
2024-04-08,683.4832
2024-04-09,685.2941
2024-04-10,686.8486
2024-04-11,688.9496
2024-04-12,691.7604
2024-04-13,695.7098
2024-04-14,699.3679
2024-04-15,701.5052
2024-04-16,702.7103
2024-04-17,702.7987
2024-04-18,702.5321
2024-04-19,702.3462
2024-04-20,702.9335
2024-04-21,703.514
2024-04-22,702.2528
2024-04-23,700.6539
2024-04-24,699.2015
2024-04-25,697.8631
2024-04-26,697.5113
2024-04-27,699.0063
2024-04-28,701.3379
2024-04-29,703.2102
2024-04-30,705.7761
2024-05-01,708.9415
2024-05-02,711.8372
2024-05-03,714.1125
2024-05-04,716.8065
2024-05-05,719.6126
2024-05-06,721.7591
2024-05-07,723.2142
2024-05-08,724.4164
2024-05-09,727.319
2024-05-10,730.4044
2024-05-11,734.4311
2024-05-12,738.6014
2024-05-13,742.0061
2024-05-14,745.4346
2024-05-15,748.5274
2024-05-16,751.0707
2024-05-17,753.8838
2024-05-18,757.264
2024-05-19,760.7549
2024-05-20,763.6009
2024-05-21,765.1428
2024-05-22,767.3966
2024-05-23,770.0577
2024-05-24,772.6885
2024-05-25,775.9266
2024-05-26,779.7599
2024-05-27,782.4725
2024-05-28,784.916
2024-05-29,787.2028
2024-05-30,789.7389
2024-05-31,792.9097
2024-06-01,795.5348
2024-06-02,798.6805
2024-06-03,800.5558
2024-06-04,802.3301
2024-06-05,804.2831
2024-06-06,806.8609
2024-06-07,809.2998
2024-06-08,812.5253
2024-06-09,815.7288
2024-06-10,817.9674
2024-06-11,819.9515
2024-06-12,821.98
2024-06-13,824.2484
2024-06-14,827.4555
2024-06-15,831.1865
2024-06-16,832.8353
2024-06-17,837.9257
2024-06-18,840.5822
2024-06-19,843.4487
2024-06-20,845.9513
2024-06-21,848.6039
2024-06-22,852.4008
2024-06-23,856.2176
2024-06-24,859.1098
2024-06-25,861.9297
2024-06-26,864.8598
2024-06-27,867.895
2024-06-28,871.1888
2024-06-29,874.9805
2024-06-30,878.8032
2024-07-01,881.5666
2024-07-02,884.4195
2024-07-03,887.228
2024-07-04,890.3107
2024-07-05,893.5202
2024-07-06,897.0592
2024-07-07,900.5516
2024-07-08,903.7771
2024-07-09,906.8107
2024-07-10,909.6302
2024-07-11,912.2059
2024-07-12,914.8096
2024-07-13,918.0186
2024-07-14,921.3442
2024-07-15,924.0643
2024-07-16,926.697
2024-07-17,929.1794
2024-07-18,931.4619
2024-07-19,934.2312
2024-07-20,937.7588
2024-07-21,941.4457
2024-07-22,944.1683
2024-07-23,946.5927
2024-07-24,949.0506
2024-07-25,951.4531
2024-07-26,954.0147
2024-07-27,957.2097
2024-07-28,960.6125
2024-07-29,963.1391
2024-07-30,965.5134
2024-07-31,967.8472
2024-08-01,969.3184
2024-08-02,971.9194
2024-08-03,975.1823
2024-08-04,978.54
2024-08-05,981.1433
2024-08-06,983.4545
2024-08-07,985.9226
2024-08-08,988.3229
2024-08-09,991.1629
2024-08-10,994.2634
2024-08-11,998.2683
2024-08-12,1000.4787
2024-08-13,1003.5796
2024-08-14,1006.6193
2024-08-15,1010.1989
2024-08-16,1013.6429
2024-08-17,1017.5131
2024-08-18,1021.5357
2024-08-19,1024.5295
2024-08-20,1027.4617
2024-08-21,1030.369
2024-08-22,1033.1516
2024-08-23,1036.1411
2024-08-24,1040.3056
2024-08-25,1043.8707
2024-08-26,1045.7776
2024-08-27,1047.9527
2024-08-28,1050.0513
2024-08-29,1051.6295
2024-08-30,1053.2147
2024-08-31,1055.5968
2024-09-01,1058.0498
2024-09-02,1059.3972
2024-09-03,1059.9998
2024-09-04,1060.5024
2024-09-05,1061.2942
2024-09-06,1062.3533
2024-09-07,1063.4202
2024-09-08,1064.8832
2024-09-09,1065.9971
2024-09-10,1067.1731
2024-09-11,1067.7545
2024-09-12,1067.7663
2024-09-13,1068.0451
2024-09-14,1068.6857
2024-09-15,1069.6373
2024-09-16,1069.7927
2024-09-17,1069.9616
2024-09-18,1070.6183
2024-09-19,1071.279
2024-09-20,1072.1151
2024-09-21,1073.5915
2024-09-22,1074.9676
2024-09-23,1075.3317
2024-09-24,1076.0205
2024-09-25,1076.8471
2024-09-26,1077.4228
2024-09-27,1078.3043
2024-09-28,1079.6547
2024-09-29,1080.9931
2024-09-30,1081.3933
2024-10-01,1082.021
2024-10-02,1081.6254
2024-10-03,1081.7742
2024-10-04,1082.1023
2024-10-05,1083.2066
2024-10-06,1084.4697
2024-10-07,1084.9203
2024-10-08,1085.9377
2024-10-09,1087.122
2024-10-10,1088.0113
2024-10-11,1088.5717
2024-10-12,1089.5707
2024-10-13,1090.5725
2024-10-14,1090.0551
2024-10-15,1090.1778
2024-10-16,1090.7144
2024-10-17,1091.0995
2024-10-18,1091.3743
2024-10-19,1092.4893
2024-10-20,1093.7417
2024-10-21,1093.9419
2024-10-22,1093.8088
2024-10-23,1093.1594
2024-10-24,1092.6855
2024-10-25,1092.5842
2024-10-26,1093.3114
2024-10-27,1093.77
2024-10-28,1093.8498
2024-10-29,1092.7145
2024-10-30,1092.7369
2024-10-31,1092.2695
2024-11-01,1092.7379
2024-11-02,1092.8884
2024-11-03,1092.5872
2024-11-04,1090.3432
2024-11-05,1087.2813
2024-11-06,1083.5078
2024-11-07,1079.5825
2024-11-08,1076.1116
2024-11-09,1073.5011
2024-11-10,1071.1242
2024-11-11,1067.8764
2024-11-12,1062.5534
2024-11-13,1057.0316
2024-11-14,1052.0301
2024-11-15,1047.4951
2024-11-16,1044.4619
2024-11-17,1041.4584
2024-11-18,1036.433
2024-11-19,1031.3818
2024-11-20,1026.2251
2024-11-21,1019.7397
2024-11-22,1013.3609
2024-11-23,1008.9186
2024-11-24,1006.5843
2024-11-25,1003.4706
2024-11-26,999.1301
2024-11-27,994.5277
2024-11-28,989.559
2024-11-29,984.1403
2024-11-30,980.3169
2024-12-01,976.5291
2024-12-02,971.6369
2024-12-03,965.894
2024-12-04,959.5157
2024-12-05,953.8858
2024-12-06,949.0941
2024-12-07,945.2755
2024-12-08,941.6205
2024-12-09,935.8758
2024-12-10,928.3703
2024-12-11,920.1328
2024-12-12,911.8464
2024-12-13,904.0608
2024-12-14,898.4706
2024-12-15,894.3162
2024-12-16,889.5831
2024-12-17,884.9408
2024-12-18,880.772
2024-12-19,877.6342
2024-12-20,873.6619
2024-12-21,870.976
2024-12-22,868.2352
2024-12-23,864.3304
2024-12-24,860.7697
2024-12-25,858.1866
2024-12-26,854.6118
2024-12-27,849.3637
2024-12-28,844.0154
2024-12-29,838.9858
2024-12-30,832.034
2024-12-31,828.2619
2025-01-01,824.1108
2025-01-02,818.5787
2025-01-03,811.9268
2025-01-04,805.4236
2025-01-05,800.1595
2025-01-06,795.5522
2025-01-07,789.9662
2025-01-08,783.1577
2025-01-09,776.2323
2025-01-10,769.1
2025-01-11,762.0436
2025-01-12,754.8484
2025-01-13,745.7851
2025-01-14,736.2443
2025-01-15,727.0225
2025-01-16,717.9908
2025-01-17,708.3038
2025-01-18,699.685
2025-01-19,691.0117
2025-01-20,680.8493
2025-01-21,670.1575
2025-01-22,661.0187
2025-01-23,654.326
2025-01-24,648.7325
2025-01-25,644.7304
2025-01-26,640.5577
2025-01-27,636.1765
2025-01-28,631.7825
2025-01-29,627.1476
2025-01-30,621.2845
2025-01-31,614.9951
2025-02-01,609.7409
2025-02-02,604.16
2025-02-03,596.4551
2025-02-04,588.7587
2025-02-05,580.9442
2025-02-06,573.5181
2025-02-07,567.0671
2025-02-08,561.4717
2025-02-09,556.2885
2025-02-10,549.5508
2025-02-11,542.1501
2025-02-12,534.5067
2025-02-13,526.7548
2025-02-14,518.7511
2025-02-15,512.0861
2025-02-16,505.7319
2025-02-17,497.3652
2025-02-18,488.8154
2025-02-19,481.3207
2025-02-20,475.1908
2025-02-21,470.9645
2025-02-22,468.0235
2025-02-23,465.8033
2025-02-24,462.4161
2025-02-25,458.2085
2025-02-26,453.7938
2025-02-27,448.9954
2025-02-28,438.9787
2025-03-01,438.3178
2025-03-02,435.4298
2025-03-03,431.3648
2025-03-04,427.7832
2025-03-05,424.9037
2025-03-06,422.754
2025-03-07,420.9982
2025-03-08,420.7084
2025-03-09,420.3819
2025-03-10,418.3344
2025-03-11,415.2955
2025-03-12,411.4892
2025-03-13,407.403
2025-03-14,403.8625
2025-03-15,401.5243
2025-03-16,399.4127
2025-03-17,395.917
2025-03-18,392.6969
2025-03-19,390.0038
2025-03-20,388.3117
2025-03-21,387.9263
2025-03-22,388.6108
2025-03-23,388.9886
2025-03-24,387.7575
2025-03-25,386.5285
2025-03-26,385.3977
2025-03-27,384.8585
2025-03-28,384.9156
2025-03-29,385.7359
2025-03-30,386.7138
2025-03-31,387.5468
2025-04-01,387.6555
2025-04-02,388.625
2025-04-03,389.3909
2025-04-04,390.9952
2025-04-05,393.2485
2025-04-06,395.6178
2025-04-07,395.4131
2025-04-08,395.1625
2025-04-09,395.2436
2025-04-10,395.6622
2025-04-11,396.7421
2025-04-12,399.4332
2025-04-13,402.4579
2025-04-14,404.5132
2025-04-15,406.3802
2025-04-16,407.8477
2025-04-17,409.5272
2025-04-18,411.7757
2025-04-19,415.047
2025-04-20,418.4375
2025-04-21,421.6292
2025-04-22,424.0409
2025-04-23,426.2672
2025-04-24,428.3297
2025-04-25,430.8176
2025-04-26,433.9972
2025-04-27,437.0728
2025-04-28,440.0703
2025-04-29,443.0158
2025-04-30,446.4413
2025-05-01,451.022
2025-05-02,455.519
2025-05-03,460.5276
2025-05-04,465.0514
2025-05-05,467.9978
2025-05-06,470.5036
2025-05-07,472.8021
2025-05-08,473.9098
2025-05-09,476.5988
2025-05-10,480.445
2025-05-11,484.5063
2025-05-12,487.7306
2025-05-13,490.6674
2025-05-14,493.8821
2025-05-15,496.6239
2025-05-16,499.3776
2025-05-17,502.833
2025-05-18,506.054
2025-05-19,508.4645
2025-05-20,511.0729
2025-05-21,512.5248
2025-05-22,514.6294
2025-05-23,517.1379
2025-05-24,520.3227
2025-05-25,524.382
2025-05-26,527.6026
2025-05-27,530.8541
2025-05-28,534.1083
2025-05-29,538.1239
2025-05-30,542.3016
2025-05-31,547.3699
2025-06-01,554.2962
2025-06-02,558.1412
2025-06-03,561.933
2025-06-04,565.749
2025-06-05,568.9069
2025-06-06,573.0248
2025-06-07,578.0355
2025-06-08,582.9537
2025-06-09,587.3371
2025-06-10,591.0686
2025-06-11,594.7098
2025-06-12,598.197
2025-06-13,601.2336
2025-06-14,605.5624
2025-06-15,609.875
2025-06-16,613.1742
2025-06-17,616.7316
2025-06-18,620.5082
2025-06-19,624.356
2025-06-20,628.224
2025-06-21,632.9427
2025-06-22,637.7261
2025-06-23,641.762
2025-06-24,645.3566
2025-06-25,648.3348
2025-06-26,651.2044
2025-06-27,655.1932
2025-06-28,659.7692
2025-06-29,664.4431
2025-06-30,667.9449
2025-07-01,670.7453
2025-07-02,674.0766
2025-07-03,676.9345
2025-07-04,680.1492
2025-07-05,683.8555
2025-07-06,687.8204
2025-07-07,691.1066
2025-07-08,698.4266
2025-07-09,698.1407
2025-07-10,702.056
2025-07-11,705.7032
2025-07-12,710.2419
2025-07-13,714.6148
2025-07-14,718.0468
2025-07-15,721.2713
2025-07-16,723.6439
2025-07-17,726.3195
2025-07-18,729.5904
2025-07-19,733.6984
2025-07-20,737.9326
2025-07-21,741.1396
2025-07-22,744.4957
2025-07-23,747.7495
2025-07-24,750.5542
2025-07-25,753.7458
2025-07-26,757.8855
2025-07-27,762.9945
2025-07-28,766.4301
2025-07-29,770.4294
2025-07-30,774.3315
2025-07-31,777.6828
2025-08-01,781.3814
2025-08-02,785.7627
2025-08-03,790.1456
2025-08-04,793.9788
2025-08-05,797.7614
2025-08-06,801.4235
2025-08-07,804.99
2025-08-08,808.5427
2025-08-09,812.6139
2025-08-10,817.5365
2025-08-11,820.9914
2025-08-12,823.9587
2025-08-13,826.6932
2025-08-14,829.5619
2025-08-15,833.0921
2025-08-16,836.7871
2025-08-17,840.4749
2025-08-18,843.7771
2025-08-19,847.0535
2025-08-20,850.11
2025-08-21,853.2998
2025-08-22,856.3328
2025-08-23,859.9587
2025-08-24,863.6361
2025-08-25,866.4489
2025-08-26,868.9304
2025-08-27,871.0767
2025-08-28,873.3465
2025-08-29,876.0092
2025-08-30,879.3787
2025-08-31,882.4131
2025-09-01,887.907
2025-09-02,890.2405
2025-09-03,892.8834
2025-09-04,895.5008
2025-09-05,897.9175
2025-09-06,900.9769
2025-09-07,904.1357
2025-09-08,905.8998
2025-09-09,907.2578
2025-09-10,908.6674
2025-09-11,910.0601
2025-09-12,912.0313
2025-09-13,914.7343
2025-09-14,917.5251
2025-09-15,920.1172
2025-09-16,921.7775
2025-09-17,923.119
2025-09-18,924.7272
2025-09-19,926.3952
2025-09-20,929.0938
2025-09-21,931.8047
2025-09-22,933.0575
2025-09-23,933.8856
2025-09-24,934.6222
2025-09-25,935.336
2025-09-26,936.3198
2025-09-27,938.2152
2025-09-28,940.0407
2025-09-29,941.0451
2025-09-30,940.0239
2025-10-01,942.5355
2025-10-02,942.028
2025-10-03,942.7987
2025-10-04,944.3444
2025-10-05,945.7642
2025-10-06,945.8675
2025-10-07,945.6054
2025-10-08,945.2086
2025-10-09,945.1386
2025-10-10,945.7986
2025-10-11,947.5078
2025-10-12,948.8615
2025-10-13,948.2454
2025-10-14,947.5837
2025-10-15,946.3455
2025-10-16,944.9809
2025-10-17,944.4181
2025-10-18,944.8355
2025-10-19,945.4364
2025-10-20,945.3056
2025-10-21,945.19
2025-10-22,945.2323
2025-10-23,945.644
2025-10-24,945.7411
2025-10-25,946.1085
2025-10-26,946.2501
2025-10-27,945.6729
2025-10-28,945.6908
2025-10-29,945.2471
2025-10-30,945.5364
2025-10-31,945.82
2025-11-01,945.6996
2025-11-02,946.7112
2025-11-03,948.0577
2025-11-04,948.0877
2025-11-05,947.4576
2025-11-06,945.9339
2025-11-07,944.2237
2025-11-08,943.4301
2025-11-09,942.7029
2025-11-10,940.8306
2025-11-11,939.863
2025-11-12,938.9399
2025-11-13,937.6918
2025-11-14,936.8021
2025-11-15,936.1688
2025-11-16,935.1818
2025-11-17,932.1093
2025-11-18,926.8668
2025-11-19,921.5243
2025-11-20,915.1674
2025-11-21,908.2727
2025-11-22,902.917
2025-11-23,897.9167
2025-11-24,891.6433
2025-11-25,885.2277
2025-11-26,878.5321
2025-11-27,872.4564
2025-11-28,867.2126
2025-11-29,863.5209
2025-11-30,858.8652
2025-12-01,854.0887
2025-12-02,848.0658
2025-12-03,841.2033
2025-12-04,834.9909
2025-12-05,829.1842
2025-12-06,825.7073
2025-12-07,823.0926
2025-12-08,820.2888
2025-12-09,817.2467
2025-12-10,813.9344
2025-12-11,809.4842
2025-12-12,804.3106
2025-12-13,800.2998
2025-12-14,796.7007
2025-12-15,791.2735
2025-12-16,784.2598
2025-12-17,778.7355
2025-12-18,775.3372
2025-12-19,771.4063
2025-12-20,767.4224
2025-12-21,764.2556
2025-12-22,759.6671
2025-12-23,755.0847
2025-12-24,750.3407
2025-12-25,744.4001
2025-12-26,738.1811
2025-12-27,733.0463
2025-12-28,727.8156
2025-12-29,721.1907
2025-12-30,714.5191
2025-12-31,707.9809
2026-01-01,702.7194
2026-01-02,696.5524
2026-01-03,690.0975
2026-01-04,682.5092
2026-01-05,672.7386
2026-01-06,663.0624
2026-01-07,652.8195
2026-01-08,642.5818
2026-01-09,633.9911
2026-01-10,625.2855
2026-01-11,616.6043
2026-01-12,607.6028
2026-01-13,599.6731
2026-01-14,592.6439
2026-01-15,586.4279
2026-01-16,580.6842
2026-01-17,574.9999
2026-01-18,569.1522
2026-01-19,560.8588
2026-01-20,551.883
2026-01-21,543.5855
2026-01-22,534.9317
2026-01-23,526.7837
2026-01-24,519.9876
2026-01-25,513.1807
2026-01-26,504.9772
2026-01-27,497.3464
2026-01-28,489.5725
2026-01-29,481.6663
2026-01-30,474.6302
2026-01-31,468.7076
2026-02-01,463.0615
2026-02-02,455.5248
2026-02-03,447.6683
2026-02-04,439.9291
2026-02-05,432.9572
2026-02-06,426.9671
2026-02-07,423.2156
2026-02-08,419.0197
2026-02-09,412.7173
2026-02-10,406.9948
2026-02-11,402.1776
2026-02-12,397.6345
2026-02-13,392.7498
2026-02-14,387.8839
2026-02-15,383.1784
2026-02-16,377.2896
2026-02-17,371.3612
2026-02-18,365.2517
2026-02-19,359.5198
2026-02-20,355.0132
2026-02-21,352.5875
2026-02-22,351.772
2026-02-23,349.6367
2026-02-24,346.7547
2026-02-25,344.9971
2026-02-26,343.8723
2026-02-27,343.3812
2026-02-28,342.5502
2026-03-01,342.4953
2026-03-02,341.494
2026-03-03,339.9485
2026-03-04,338.1372
2026-03-05,337.3323
2026-03-06,336.1935
2026-03-07,335.9394
2026-03-08,335.9106
2026-03-09,334.7405
2026-03-10,334.4125
2026-03-11,334.1502
2026-03-12,333.2505
2026-03-13,332.5572
2026-03-14,331.6649
2026-03-15,331.4237
2026-03-16,330.5595
2026-03-17,328.8633
2026-03-18,327.4323
2026-03-19,326.2009
2026-03-20,325.7925
2026-03-21,325.4803
2026-03-22,325.3977
2026-03-23,324.7242
2026-03-24,325.0724
2026-03-25,324.9293
2026-03-26,323.2825
2026-03-27,321.5738
2026-03-28,321.0274
2026-03-29,321.107
2026-03-30,319.6875
2026-03-31,313.7922
2026-04-01,315.9275
2026-04-02,315.5612
2026-04-03,316.299
2026-04-04,318.8211
2026-04-05,321.4901
2026-04-06,323.6776
2026-04-07,325.3924
2026-04-08,327.2148
2026-04-09,328.829
2026-04-10,330.3688
2026-04-11,332.4353
2026-04-12,334.2478
2026-04-13,334.3719
2026-04-14,334.4621
2026-04-15,335.2257
2026-04-16,337.0742
2026-04-17,339.5579
2026-04-18,342.758
2026-04-19,345.5293
2026-04-20,347.283
2026-04-21,348.2595
2026-04-22,349.6034
2026-04-23,350.6093
2026-04-24,353.8971
2026-04-25,357.1419
2026-04-26,360.1694
