Date,LNG_sendout(GWh/d)
2024-12-13,4203.4
2024-12-14,3601.5
2024-12-15,3371.0
2024-12-16,3505.8
2024-12-17,3813.5
2024-12-18,3542.7
2024-12-19,3460.8
2024-12-20,3665.5
2024-12-21,3370.3
2024-12-22,3409.7
2024-12-23,3523.6
2024-12-24,3122.9
2024-12-25,3038.9
2024-12-26,3247.6
2024-12-27,3346.8
2024-12-28,3074.2
2024-12-29,3007.0
2024-12-30,3311.5
2024-12-31,3248.0
2025-03-07,3988.2
2025-03-08,3725.5
2025-03-09,3757.9
2025-03-10,4096.9
2025-03-11,4268.3
2025-03-12,4260.1
2025-03-13,4236.5
2025-03-14,4181.0
2025-03-15,3871.8
2025-03-16,3989.0
2025-03-17,4642.1
2025-03-18,4674.5
2025-03-19,4519.1
2025-03-20,4437.1
2025-03-21,4443.2
2025-03-22,4135.0
2025-03-23,4058.1
2025-03-24,4371.9
2025-03-25,4566.9
2025-03-26,4556.5
2025-03-27,4597.6
2025-03-28,4564.2
2025-03-29,4027.9
2025-03-30,4226.3
2025-03-31,4627.5
2025-04-01,4611.2
2025-04-02,4795.9
2025-04-03,4354.7
2025-04-04,4405.3
2025-04-05,4278.2
2025-04-06,4271.2
2025-04-07,4490.4
2025-04-08,4206.1
2025-04-09,4092.2
2025-04-10,4410.3
2025-04-11,4443.7
2025-04-12,4307.9
2025-04-13,4170.3
2025-04-14,4367.7
2025-04-15,4014.6
2025-04-16,4080.4
2025-04-17,4313.6
2025-04-18,4248.5
2025-04-19,4346.8
2025-04-20,4509.0
2025-04-21,4572.7
2025-04-22,4584.4
2025-04-23,4551.0
2025-04-24,4391.4
2025-04-25,4405.1
2025-04-26,4202.2
2025-04-27,4149.1
2025-04-28,4113.2
2025-04-29,4513.9
2025-04-30,4363.5
2025-05-01,4374.8
2025-05-02,4511.5
2025-05-03,4641.4
2025-05-04,4618.5
2025-05-05,4654.0
2025-05-06,4705.0
2025-05-07,4726.8
2025-05-08,4642.0
2025-05-09,4520.8
2025-05-10,4146.7
2025-05-11,4112.2
2025-05-12,4175.8
2025-05-13,4290.9
2025-05-14,4224.8
2025-05-15,3899.5
2025-05-16,3980.7
2025-05-17,3746.2
2025-05-18,3722.7
2025-05-19,3882.2
2025-05-20,4015.7
2025-05-21,4141.2
2025-05-22,4201.8
2025-05-23,4228.5
2025-05-24,4098.7
2025-05-25,4154.2
2025-05-26,4444.8
2025-05-27,4509.4
2025-05-28,4472.4
2025-05-29,4360.2
2025-05-30,4330.2
2025-05-31,4456.7
2025-06-01,4175.6
2025-06-02,4085.9
2025-06-03,4222.8
2025-06-04,4190.0
2025-06-05,4298.2
2025-06-06,4612.9
2025-06-07,4507.5
2025-06-08,4472.4
2025-06-09,4735.6
2025-06-10,4731.7
2025-06-11,4916.6
2025-06-12,4638.9
2025-06-13,4454.1
2025-06-14,4204.4
2025-06-15,4121.5
2025-06-16,4337.9
2025-06-17,4319.6
2025-06-18,4430.3
2025-06-19,4240.9
2025-06-20,4074.8
2025-06-21,3769.8
2025-06-22,3677.2
2025-06-23,4246.9
2025-06-24,4051.3
2025-06-25,3970.2
2025-06-26,3968.9
2025-06-27,4144.7
2025-06-28,3790.9
2025-06-29,3792.9
2025-06-30,4220.6
2025-07-01,4095.7
2025-07-02,4111.7
2025-07-03,4041.2
2025-07-04,3943.1
2025-07-05,3621.6
2025-07-06,3602.8
2025-07-07,3925.7
2025-07-08,4111.5
2025-07-09,4227.7
2025-07-10,4306.2
2025-07-11,3946.7
2025-07-12,3632.8
2025-07-13,3472.7
2025-07-14,3749.3
2025-07-15,4006.4
2025-07-16,4055.5
2025-07-17,3979.3
2025-07-18,3902.9
2025-07-19,3383.8
2025-07-20,3369.2
2025-07-21,3703.6
2025-07-22,3873.1
2025-07-23,3841.6
2025-07-24,3829.0
2025-07-25,3681.2
2025-07-26,3422.6
2025-07-27,3312.7
2025-07-28,3667.7
2025-07-29,3731.8
2025-07-30,3599.3
2025-07-31,3258.6
2025-08-01,3326.0
2025-08-02,3183.8
2025-08-03,3057.6
2025-08-04,3102.3
2025-08-05,3133.2
2025-08-06,3180.7
2025-08-07,3144.6
2025-08-08,3019.8
2025-08-09,3120.9
2025-08-10,3229.2
2025-08-11,3408.5
2025-08-12,3278.4
2025-08-13,3257.1
2025-08-14,3186.6
2025-08-15,2878.7
2025-08-16,2893.5
2025-08-17,2965.7
2025-08-18,3550.5
2025-08-19,3347.7
2025-08-20,3265.3
2025-08-21,3249.8
2025-08-22,3263.6
2025-08-23,3145.1
2025-08-24,3094.1
2025-08-25,3375.4
2025-08-26,3443.1
2025-08-27,3310.8
2025-08-28,3079.3
2025-08-29,3444.4
2025-08-30,3402.6
2025-08-31,3490.5
2025-09-01,3887.5
2025-09-02,3689.8
2025-09-03,3830.3
2025-09-04,3887.8
2025-09-05,3925.3
2025-09-06,3546.6
2025-09-07,3537.8
2025-09-08,3859.9
2025-09-09,3990.0
2025-09-10,3821.6
2025-09-11,3801.4
2025-09-12,3845.3
2025-09-13,3748.4
2025-09-14,3684.3
2025-09-15,4068.4
2025-09-16,3973.7
2025-09-17,4356.5
2025-09-18,4359.6
2025-09-19,4154.6
2025-09-20,3723.5
2025-09-21,3657.5
2025-09-22,4027.4
2025-09-23,4104.5
2025-09-24,4041.4
2025-09-25,3906.6
2025-09-26,4204.5
2025-09-27,3694.9
2025-09-28,3566.0
2025-09-29,4052.0
2025-09-30,4262.4
2025-10-01,3801.9
2025-10-02,3773.2
2025-10-03,4261.8
2025-10-04,3896.8
2025-10-05,3798.4
2025-10-06,4408.6
2025-10-07,4422.4
2025-10-08,4238.1
2025-10-09,4243.7
2025-10-10,4363.1
2025-10-11,4223.0
2025-10-12,4100.1
2025-10-13,4176.4
2025-10-14,4512.4
2025-10-15,4358.1
2025-10-16,4456.0
2025-10-17,4613.1
2025-10-18,4187.2
2025-10-19,3970.9
2025-10-20,4171.9
2025-10-21,4105.7
2025-10-22,4196.8
2025-10-23,4113.9
2025-10-24,4260.4
2025-10-25,3824.2
2025-10-26,3586.4
2025-10-27,4272.2
2025-10-28,4382.2
2025-10-29,4661.8
2025-10-30,4711.2
2025-10-31,4634.2
2025-11-01,4146.2
2025-11-02,4251.5
2025-11-03,4437.8
2025-11-04,4326.6
2025-11-05,4309.2
2025-11-06,4406.1
2025-11-07,4615.5
2025-11-08,4262.7
2025-11-09,4213.6
2025-11-10,4615.5
2025-11-11,4582.4
2025-11-12,4429.1
2025-11-13,4210.3
2025-11-14,4216.3
2025-11-15,3957.7
2025-11-16,4056.2
2025-11-17,4581.0
2025-11-18,4553.5
2025-11-19,4599.2
2025-11-20,4663.7
2025-11-21,4418.1
2025-11-22,4199.9
2025-11-23,3962.4
2025-11-24,4403.2
2025-11-25,4282.3
2025-11-26,4255.9
2025-11-27,4269.0
2025-11-28,4357.2
2025-11-29,3870.3
2025-11-30,3913.0
2025-12-01,4360.2
2025-12-02,4325.6
2025-12-03,4175.3
2025-12-04,4041.3
2025-12-05,4079.5
2025-12-06,3608.6
2025-12-07,3604.8
2025-12-08,3858.6
2025-12-09,4129.5
2025-12-10,4666.4
2025-12-11,4663.2
2025-12-12,4602.2
2025-12-13,4182.2
2025-12-14,4048.6
2025-12-15,4470.6
2025-12-16,4819.3
2025-12-17,4835.9
2025-12-18,4718.6
2025-12-19,4869.4
2025-12-20,4112.4
2025-12-21,4067.6
2025-12-22,4286.2
2025-12-23,4267.0
2025-12-24,3786.9
2025-12-25,3775.6
2025-12-26,4067.5
2025-12-27,4126.3
2025-12-28,4145.0
2025-12-29,4081.7
2025-12-30,4208.9
2025-12-31,4563.4
2026-01-01,3959.3
2026-01-02,3920.6
2026-01-03,3903.3
2026-01-04,4028.1
2026-01-05,4457.4
2026-01-06,4179.1
2026-01-07,4437.5
2026-01-08,4312.8
2026-01-09,3909.2
2026-01-10,3831.8
2026-01-11,4010.2
2026-01-12,4464.5
2026-01-13,4706.2
2026-01-14,5097.9
2026-01-15,4929.2
2026-01-16,4985.2
2026-01-17,4488.9
2026-01-18,4271.6
2026-01-19,4635.9
2026-01-20,4068.0
2026-01-21,4262.9
2026-01-22,4463.7
2026-01-23,3940.2
2026-01-24,3875.7
2026-01-25,3836.2
2026-01-26,4316.7
2026-01-27,4294.7
2026-01-28,4404.9
2026-01-29,4188.1
2026-01-30,4053.5
2026-01-31,3873.6
2026-02-01,4006.1
2026-02-02,4367.0
2026-02-03,3836.4
2026-02-04,3889.4
2026-02-05,4128.8
2026-02-06,4185.6
2026-02-07,3996.1
2026-02-08,3992.3
2026-02-09,4427.1
2026-02-10,4320.2
2026-02-11,4029.9
2026-02-12,4066.9
2026-02-13,4192.8
2026-02-14,3892.9
2026-02-15,4041.3
2026-02-16,4347.4
2026-02-17,4539.6
2026-02-18,4559.8
2026-02-19,4699.0
2026-02-20,4679.9
2026-02-21,4540.1
2026-02-22,4651.0
2026-02-23,4793.5
2026-02-24,4903.4
2026-02-25,5180.7
2026-02-26,5001.2
2026-02-27,5100.8
2026-02-28,4558.1
2026-03-01,4816.4
2026-03-02,5086.4
2026-03-03,5165.7
2026-03-04,4983.8
2026-03-05,4764.7
2026-03-06,4703.9
2026-03-07,4571.0
2026-03-08,4590.7
2026-03-09,4888.0
2026-03-10,4708.8
2026-03-11,4596.3
2026-03-12,4447.1
2026-03-13,4478.2
2026-03-14,4305.4
2026-03-15,4417.5
2026-03-16,4613.9
2026-03-17,4490.5
2026-03-18,4227.0
2026-03-19,4040.4
2026-03-20,4200.5
2026-03-21,3990.1
2026-03-22,3976.8
2026-03-23,4156.6
2026-03-24,4470.4
2026-03-25,4384.2
2026-03-26,4305.8
2026-03-27,4366.8
2026-03-28,4416.1
2026-03-29,4598.6
2026-03-30,4950.3
2026-03-31,4741.8
2026-04-01,4412.4
2026-04-02,4446.7
2026-04-03,4362.8
2026-04-04,4324.3
2026-04-05,4292.0
2026-04-06,4258.4
2026-04-07,4570.6
2026-04-08,4638.5
2026-04-09,4588.9
2026-04-10,4507.9
2026-04-11,4379.2
2026-04-12,4118.1
2026-04-13,4432.8
2026-04-14,4452.8
2026-04-15,4382.5
2026-04-16,4561.5
2026-04-17,4554.0
2026-04-18,4150.1
2026-04-19,3990.7
2026-04-20,4414.1
2026-04-21,4171.0
2026-04-22,4243.0
2026-04-23,3772.4
2026-04-24,4389.4
2026-04-25,4116.6
2026-04-26,4154.3
2026-04-27,4543.6
2026-04-28,4458.4
2026-04-29,4406.6
2026-04-30,4411.5
2026-05-01,4218.6
2026-05-02,4250.1
2026-05-03,4341.5
2026-05-04,4499.5
2026-05-05,4315.9
2026-05-06,4081.3
2026-05-07,4057.3
2026-05-08,4181.8
2026-05-09,3893.6
2026-05-10,3767.0
2026-05-11,4025.3
2026-05-12,3999.6
2026-05-13,4090.6
2026-05-14,4065.3
2026-05-15,3940.1
2026-05-16,3749.3
2026-05-17,3770.7
2026-05-18,3987.5
2026-05-19,3608.6
2026-05-20,3885.0
2026-05-21,3667.2
2026-05-22,3709.9
2026-05-23,3580.5
2026-05-24,3494.8
2026-05-25,3616.2
2026-05-26,3819.2
2026-05-27,3876.1
2026-05-28,3623.0
2026-05-29,3645.0
2026-05-30,3386.8
2026-05-31,3406.7
2026-06-01,3372.8
2026-06-02,3368.8
2026-06-03,3065.0
2026-06-04,3385.0
2026-06-05,3519.5
2026-06-06,3476.9
2026-06-07,3449.6
2026-06-08,3869.2
2026-06-09,3542.2
2026-06-10,3537.2
2026-06-11,3567.8
2026-06-12,3535.8
2026-06-13,3502.8
2026-06-14,3514.6
2026-06-15,3924.4
2026-06-16,3967.8
2026-06-17,3960.8
2026-06-18,3670.3
2026-06-19,3561.6
2026-06-20,2996.6
2026-06-21,2843.6
2026-06-22,3534.6
2026-06-23,3609.6
2026-06-24,3515.9
2026-06-25,3650.9
2026-06-26,3655.3
2026-06-27,3156.5
2026-06-28,3032.6
2026-06-29,3513.3
2026-06-30,3650.1
2026-07-01,3008.9
2026-07-02,2696.8
2026-07-03,2680.0
2026-07-04,2427.0
2026-07-05,2543.8
2026-07-06,2915.8
2026-07-07,3045.6
2026-07-08,3014.7
2026-07-09,3222.0
2026-07-10,3079.0
2026-07-11,3060.1
2026-07-12,2983.3
2026-07-13,3267.1
2026-07-14,3463.9
2026-07-15,3095.5
2026-07-16,2935.7
2026-07-17,2816.9
2026-07-18,2335.1
2026-07-19,2332.9
2026-07-20,2419.5
2026-07-21,2592.8
2026-07-22,2833.3
2026-07-23,2898.3
2026-07-24,2624.5
2026-07-25,2284.0
2026-07-26,2183.8
2026-07-27,2517.3
