Date,JKM(USD/mmbtu),HH(USD/mmbtu),TTF(USD/mmbtu),USD-EUR_FX,VIX,EU+UK Fossil gas,EU+UK Fossil oil,EU+UK Coal,EU+UK Hydro_gen,EU+UK Nuclear,EU+UK Others,EU+UK Residual load,EU+UK Production(bcm),EU+UK Electricity(bcm),EU+UK Total(bcm),EU+UK Non_power(bcm),EU+UK Stock_change(bcm),EU+UK Distribution_loss(bcm),EU+UK Total_adj(bcm),EU+UK Net_piped(bcm),EU+UK LNG_sendout(bcm),EU+UK Net_supply,EU+UK_av_storage(bcm),EU+UK Calc_storage_change,EU+UK Act_storage_change,EU+UK Diff_storage_changes,Norway_gas_prod,Norway_supply_red,Norway_planned_outage,Norway_unplanned_outage,Europe_HDD,Europe_CDD,EU_wind_speed,US_GWDD,NE_Asia_GWDD,EU_solar,Nordic_precip,Atlantic_ACE,Gulf_storm_days,EU_wind_speed_anomaly,US_GWDD_anomaly,NE_Asia_GWDD_anomaly,EU_solar_anomaly,Nordic_precip_anomaly,Atlantic_ACE_anomaly,Global LNG nameplate capacity,Global LNG capacity offline,CH+JP+KR LNG imports,EU+UK LNG imports,EG LNG imports,IN LNG imports,QA+AU+US LNG exports,ID+MY+BN LNG exports,NG LNG exports
2017-12-01,10.398750066757202,2.776049995422363,7.125206101434033,1.1831899824596586,10.264500045776368,39239.86199954244,1898.0945907687028,53817.650740677185,23142.06711707847,53953.32523735987,18897.960804163806,168813.89758064516,10.91,10.851399999999998,58.2446,47.39319999999999,-16.006899999999998,0.4023,58.55731074956463,31.194904761904755,3.914590476190476,45.617195238095235,83.89829523809524,-12.940115511469394,-16.14978095238095,-3.2096654409115573,360.4,4.7,12.3,4.4,1180.7,0.0,10.363,28.314,14.582,3.788,203.48,0.0,0,0.265,3.746,0.967,-0.322,58.185,0.0,371.87,24.7,23622.0,4012.0,416,1965.55,20461.0,6713.699999999999,2778
2018-01-01,10.662619091215587,3.160571438925607,6.6348254771022255,1.217702637548032,11.062381017775763,37934.25933866243,2089.1144845473627,51611.21134571484,27735.70713254603,55924.73186534521,18471.841734119644,174804.1815188172,11.326,9.530999999999999,55.888000000000005,46.357000000000006,-15.8305,0.39,56.99366150119874,29.477809523809523,3.8988309841269837,44.31264050793651,67.7485142857143,-12.68102099326223,-16.667228571428574,-3.9862075781663435,364.2,0.0,0.0,0.0,1092.8000000000002,0.0,10.264,31.903,16.608,4.53,109.32,0.0,0,0.059,2.501,1.406,-0.335,-33.707,-0.609,371.87,24.7,24194.0,3544.0,306,2092.42,21937.0,6582.6,2901
2018-02-01,9.525263284382069,2.662368423060367,6.688096447883636,1.235610842704773,22.464736637316253,40978.51771941489,2237.9918487208715,61483.990507852075,29969.319921479226,56300.555562943264,19379.99643648683,189834.42745535716,10.011000000000001,9.696,58.894400000000005,49.19840000000001,-21.1587,0.4155,60.08312008311922,27.22247619047619,3.5072903799283153,40.3252665704045,51.08128571428572,-19.757853512714718,-21.50724761904763,-1.749394106332911,358.4,0.0,0.0,0.0,1293.4,0.0,8.748,25.13,15.342,8.239,26.0,0.0,0,-1.523,-2.116,1.73,0.139,-79.571,0.0,371.87,24.7,23802.0,3413.0,340,2177.97,19631.0,5675.94,2683
2018-03-01,7.890000048137846,2.6993809654599143,6.6920996146610845,1.2334206266836687,19.02380975087484,33711.19045269961,2279.9467613246397,55708.724149222144,32394.05080788149,52232.35144989705,18628.396024937083,172461.72641129032,11.071,8.581100000000001,54.3878,45.806700000000006,-11.4324,0.4188,55.46937826118001,31.472761904761903,3.8673119999999996,45.99227390476191,29.57403809523809,-9.477104356418103,-10.884961904761902,-1.4078575483437987,349.7,3.0,9.2,1.6,1142.5,0.0,9.141,22.243,8.762,10.882,47.25,0.0,0,0.157,2.26,-0.07,-1.569,-52.179,0.0,379.52,24.7,22065.0,4303.0,0,2296.7,20393.0,5993.34,2840
2018-04-01,7.501428581419445,2.7242381005060103,6.92784013173687,1.2286932581946963,18.26761904216948,26660.18729166667,1940.8799305555556,40555.48298611111,33271.89534722222,46609.04583333333,17022.310069444444,147560.89333333334,9.993,6.401199999999999,33.0515,26.650299999999998,7.8637,0.38139999999999996,33.68062718550202,28.316904761904762,4.0289809523809526,41.95748571428572,18.68907619047619,8.276858528783698,8.217590476190473,-0.05926805259322521,335.4,17.4,28.0,34.2,448.3,0.0,8.336,16.511,4.264,17.552,76.4,0.0,0,0.344,3.662,-0.166,-0.289,-3.878,-0.081,379.52,24.7,17081.0,4608.0,184,2183.44,20188.0,5473.079999999999,2584
2018-05-01,8.579545389522206,2.8293181657791138,7.478624277684963,1.1832774151926455,14.124545487490566,25019.360848490047,1700.0897863761154,41048.050749256465,33121.37540751544,43476.81968228095,16245.978290150993,143717.4757392473,9.776,6.1792,26.957,20.7778,12.5208,0.31239999999999996,27.48790303505648,27.389428571428574,4.7668952380952385,41.61992380952381,26.906666666666663,14.132020774467332,12.861019047619049,-1.271001726848283,305.9,46.9,149.8,18.0,206.6,15.0,7.379,7.329,3.696,21.065,46.31,1.948,3,-0.012,-0.636,0.438,-0.057,-32.192,1.119,379.52,24.7,18880.0,5137.0,227,2066.28,20673.0,6117.54,2609
2018-06-01,10.055952253795803,2.9425238087063743,7.441961071591995,1.1675765684672763,13.678095318022228,28226.021353427896,1681.90690750591,44474.515927895976,29250.18406323877,45061.04354314421,14971.371322399527,147367.91604166667,9.033999999999999,6.1396999999999995,25.4374,19.2977,12.0532,0.3345,25.948583710810457,27.37038095238095,3.5866952380952393,39.65657619047619,39.76768571428571,13.70799247966573,12.336114285714281,-1.3718781939514493,307.0,45.7,145.1,18.5,63.3,29.6,6.742,8.784,5.87,22.619,93.07,0.0,0,-0.196,-0.023,-0.013,-0.633,-9.086,-2.95,379.52,25.2,18160.0,4253.0,0,2255.93,20398.0,5551.74,1847
2018-07-01,9.997857048397972,2.78933334350586,7.604084249427799,1.1687707413326611,13.147619065784273,32644.84198409975,1874.2554921642645,49219.605892530315,24188.980921127888,46087.65926561428,15781.11563286433,153235.0179435484,9.702,8.208400000000001,25.1261,16.9177,11.7627,0.3527,25.6279527168978,28.607095238095237,3.6500857142857144,41.60648095238095,52.10379999999999,15.97852823548315,12.480857142857147,-3.4976710926260033,340.8,11.9,25.6,17.1,7.200000000000001,167.1,6.006,11.972,9.484,24.656,83.03,12.198,0,-1.088,-0.218,0.623,1.441,-51.868,1.996,390.52,25.2,19494.0,4250.0,698,2263.33,22280.0,5186.039999999999,2268
2018-08-01,10.685652110887611,2.908086952955826,8.090059945772497,1.1551749032476677,12.546956518422002,31308.467192862045,2086.4548429993138,47400.915016586594,20864.714990848777,44408.83434568748,16830.350527625258,146564.24657258065,9.158999999999999,8.3474,25.282600000000002,16.935200000000002,12.7585,0.3619,25.79342806128713,29.9152380952381,3.6454666666666666,42.35780476190477,64.58465714285714,16.564376700617636,13.36250476190476,-3.201871938712877,328.3,24.4,61.2,26.2,41.5,171.29999999999998,6.766,11.513,9.483,20.438,179.33,2.942,0,-0.382,0.324,0.406,0.321,37.888,-18.668,390.52,25.2,20894.0,4441.0,0,2140.93,22755.0,5517.239999999999,2843
2018-09-01,11.540263276351126,2.8959999962856897,9.55562982072719,1.166071194410324,12.910526325828153,28461.8331855792,1932.1838401300238,49991.0699748818,19887.48503250591,45579.80086288416,17738.408002364067,145892.869178487,8.954,7.541499999999999,27.678099999999997,20.136599999999998,9.9653,0.362,28.239139526083694,27.851095238095237,3.2809142857142857,39.72400952380952,77.9471619047619,11.484869997725827,9.158428571428573,-2.3264414262972544,300.7,52.0,130.3,55.9,174.6,21.7,8.876,7.99,4.804,15.521,224.33,74.5,3,1.184,0.258,-0.67,0.503,93.55,0.505,390.52,25.2,19974.0,4547.0,197,2165.52,21549.0,5098.64,2861
2018-10-01,10.91130430802055,3.2079564903093423,8.79973892486517,1.149549510167993,19.35217363938041,34330.98757677827,1662.4583892229416,49823.655446345976,17708.408340109716,45303.48487325058,18098.39611029463,149942.43194063142,9.463000000000001,8.7165,36.6213,27.9048,4.3953999999999995,0.32739999999999997,37.3446935334819,29.58847619047619,5.993723809523809,44.717800000000004,87.10559047619047,7.373106466518102,4.811666666666682,-2.5614397998514207,340.7,12.0,19.3,23.6,427.4,0.0,9.282,11.496,3.972,9.844,187.35,44.845,4,0.206,2.227,0.028,0.548,54.465,9.497,399.42,25.2,20483.0,6453.0,19,2117.68,22334.0,6070.619999999999,2629
2018-11-01,10.339523814973376,4.0933809507460825,8.268030660122868,1.1365526806224475,19.389047622680664,39653.51152777777,1930.756875,54870.839444444435,23697.867638888893,47605.28,18750.53222222222,167157.96652777778,10.011,10.2716,49.0253,38.7537,-6.139,0.3391,50.007813047672556,28.7422380952381,7.018857142857143,45.432995238095245,91.91725714285715,-4.574817809577311,-6.613590476190495,-2.038772666613184,341.3,11.4,14.3,26.5,808.5,0.0,9.725,21.726,7.672,5.572,37.95,0.0,0,0.316,4.22,-0.326,-0.003,-69.817,-9.498,414.42,25.2,22376.0,7706.0,0,1966.39,22481.0,6426.66,2186
2018-12-01,9.353421110855905,3.896631604746768,7.969668765313313,1.1375411294755482,24.953157726087067,39147.53369223289,1644.9599333676506,48732.99834991993,24755.848572981013,52723.25223633036,18339.135919983986,166981.27719486388,10.587,10.1907,53.101699999999994,42.911,-8.278,0.3447,54.16071133771007,29.992047619047618,6.5816,46.81594761904761,85.30366666666666,-7.344763718662456,-11.368561904761904,-4.023798186099448,346.9,5.8,8.3,12.5,1052.8000000000002,0.0,9.692,25.077,13.972,4.071,116.56,0.0,0,-0.407,0.508,0.356,-0.04,-28.735,0.0,414.42,25.2,25589.0,7588.0,0,1960.07,23440.0,6174.12,2862
2019-01-01,8.3378571555728,3.100333338692075,7.263613743649152,1.1425329757773357,19.57238079252697,49969.98944892473,2235.38561827957,52860.21202956989,24887.32983870968,54433.2370967742,17216.642069892474,181161.28293010755,10.758,10.914251583584765,65.767269,54.85301741641524,-9.513602500000001,0.353589,66.28072932509814,30.864285714285714,7.537167999999999,48.80586471428571,73.93510476190475,-17.474864610812425,-18.88935238095236,-1.4144877701399352,359.7,0.0,0.0,0.0,1345.9,0.0,9.711,31.026,14.983,4.9,112.43,0.0,0,-0.493,1.625,-0.22,0.035,-30.597,-0.609,414.42,20.2,24841.0,7452.0,0,1974.89,24306.0,7127.7,2840
2019-02-01,6.85052638304861,2.6825789401405737,6.020399624240964,1.1353972136974335,15.234736844112998,41903.03586309524,1741.8020089285715,48564.34501488095,25883.435342261902,54625.25989583333,16905.565550595235,172042.81607142856,9.403,8.829234897939216,51.39707,42.56783510206078,-10.749205,0.362478,51.79938881661393,25.982809523809525,7.670858322580646,42.69418984639017,55.04575238095239,-9.10519897022376,-10.27994285714287,-1.17474388691911,361.5,0.0,0.0,0.0,973.2,0.0,9.295,28.359,13.562,9.526,103.1,0.0,0,-0.976,1.112,-0.05,1.426,-2.471,0.0,414.42,20.2,21836.0,6869.0,0,1781.63,21561.0,5203.979999999999,2222
2019-03-01,5.40452378136771,2.8046666781107583,5.180380739826852,1.1309846015203566,14.485238075256348,34428.18790322581,1568.6681451612903,37751.53689516129,24378.031720430103,50576.905241935485,16692.8500672043,151762.45456989246,10.080302,8.489414386424821,46.90978,38.42036561357518,-0.9592849999999999,0.371367,47.27227494450925,28.192142857142862,9.448304,47.349381857142866,44.76580952380952,0.07710691263361724,-2.2864000000000004,-2.3635069126336177,351.6,0.0,0.0,0.0,828.8,0.0,10.629,23.229,8.985,12.703,154.52,0.0,0,1.645,3.246,0.154,0.252,55.091,0.0,414.42,20.2,20457.0,9679.0,0,2018.72,22681.0,6030.6,2845
2019-04-01,5.045714310237339,2.603095213572184,4.919939882835874,1.1234920783476396,12.949047588166737,33972.87125,1430.4927083333332,37655.54069444444,24497.62902777778,48357.82236111111,15689.561458333334,145787.79930555556,9.058,7.461354239639223,36.686605,29.225250760360773,7.919912,0.370693,36.96674930035917,28.01861904761905,10.057809523809524,46.76373557142857,42.47940952380952,9.7969862710694,9.94556190476191,0.14857563369250926,336.6,14.2,41.9,8.9,621.0999999999999,0.0,7.799,11.75,5.374,17.368,13.51,0.0,0,-0.193,-1.099,0.944,-0.473,-66.768,-0.081,415.08,20.2,18865.0,10396.0,0,2275.7102,22199.0,5715.959999999989,2773
2019-05-01,5.173636306415904,2.592409068887884,4.36895955330197,1.1189111037687822,16.721818056973543,33490.05296972303,1271.9647347090486,34698.27577935324,27384.09552716144,45595.78098048316,15492.831140933913,143299.71363584686,9.434000000000001,8.1777643786413,33.258010999999996,25.080246621358697,11.754903,0.370019,33.51540277724622,29.116952380952384,9.649961904761906,47.83089528571429,52.42497142857143,14.315492508468068,11.81705714285713,-2.4984353656109377,314.5,36.3,116.2,13.9,445.2,0.0,7.25,8.707,3.16,19.795,133.9,0.368,0,-0.14,0.741,-0.098,-1.327,55.398,-0.461,419.58,20.2,18139.0,10169.0,0,2106.9789,24204.0,5608.32,2125
2019-06-01,4.582749962806702,2.3303499937057497,3.586828142072895,1.1290019631385804,15.835999870300292,35525.20993055555,981.3900000000001,31406.668541666666,28577.643958333334,42777.90555555556,13725.818749999999,141155.85347222222,8.488,8.110174923697725,26.013858,17.903683076302272,14.133253,0.36934500000000003,26.21211909165281,27.524952380952378,8.11282857142857,43.75643595238095,64.24202857142856,17.544316860728138,13.537647619047632,-4.006669241680505,311.3,39.5,125.5,16.0,79.89999999999999,140.0,7.321,7.392,5.368,24.994,134.65,0.0,0,0.384,-1.415,-0.515,1.742,32.494,-2.95,423.18,20.2,18011.0,8506.0,0,2357.9127,23504.0,5315.76,2212
2019-07-01,4.534772764552724,2.303090897473422,3.629799059596731,1.122681648834892,13.30590907010165,41901.51982526882,1093.2692876344088,34190.26982526882,24286.431787634407,44142.86404569892,13502.919287634408,147701.080577957,8.749,9.344279499799391,28.906602,19.562322500200608,10.236906000000001,0.368671,29.135264229749183,26.03980952380952,7.755695238095238,42.17583376190476,77.7796761904762,13.04056953215558,10.37761904761905,-2.6629504845365304,309.1,41.7,122.8,26.6,29.7,178.20000000000002,7.217,12.3,7.962,23.571,84.33,3.943,4,0.123,0.11,-0.898,0.357,-50.568,-6.259,423.18,20.2,20725.0,8164.0,0,2369.1615,25408.0,5441.34,2820
2019-08-01,4.471590930765325,2.174272721463984,3.6787105253336008,1.1131632165475325,18.979090907356955,36782.36619623656,1484.7593413978493,32428.003427419353,20436.18998655914,44274.00174731183,14469.486357526883,140167.7484543011,8.554,8.047983646296885,26.047241999999997,17.999258353703112,9.918834,0.367997,26.253691498728518,24.835285714285714,6.990561904761904,40.011850619047614,88.15729523809524,13.758159120319096,10.120847619047595,-3.637311501271501,264.1,86.7,290.8,19.7,23.9,167.0,7.654,10.794,8.9,20.45,134.26,17.178,0,0.507,-0.395,-0.176,0.333,-7.182,-4.433,428.28,20.2,20523.0,7258.0,0,2370.892,24804.0,5343.360000000001,2994
2019-09-01,5.264249992370606,2.5195500016212464,4.227773329363616,1.1013769819622947,15.55899987220764,38068.73388888888,1477.4898611111112,33014.760416666664,19411.80722222222,45197.71708333333,14850.969791666666,140517.62916666668,8.15,8.571976005073996,29.333591000000002,20.761614994926006,5.453081,0.36732300000000007,29.56711954342735,22.972285714285714,7.0991809523809515,37.854143666666666,98.27814285714284,8.287024123239316,4.902228571428594,-3.384795551810722,197.6,153.2,493.8,54.9,164.39999999999998,22.700000000000003,8.352,8.545,5.913,14.756,162.07,103.018,3,0.659,0.813,0.438,-0.262,31.29,29.023,428.28,20.2,19975.0,7963.0,0,2360.5086,24047.0,5191.559999999999,2775
2019-10-01,6.206956531690515,2.3392608580381973,5.054590073368639,1.1048393197681592,15.466521760691768,42426.86014784946,1306.1016129032257,36842.600672043016,20012.62634408602,46056.389717741935,15372.841263440861,148394.39791666664,8.916,9.554001687032745,38.699592,29.145590312967258,1.7268540000000001,0.36664900000000006,38.99498428219975,26.979857142857142,8.43804761904762,43.96725576190476,103.18037142857143,4.972271479705007,1.473314285714281,-3.4989571939907265,300.1,50.7,156.0,25.4,433.2000000000001,0.0,8.84,10.599,3.971,9.259,109.03,12.645,3,-0.236,1.33,0.028,-0.037,-23.855,-22.703,428.53,20.2,18707.0,8306.0,0,2323.3011,23178.0,5983.679999999989,2775
2019-11-01,6.00825002193451,2.63144999742508,5.15599054796498,1.105470680055164,12.523499965667725,43720.19375,1443.2147916666668,43482.94576388889,28634.61875,47414.49625,16679.576458333333,164464.92041666666,9.063687999999999,10.400069278164535,49.499192,39.09912272183547,-3.742252,0.36597500000000005,49.877411603348584,28.123523809523803,10.83330476190476,47.65454157142856,104.65368571428571,-2.2228700319200243,-3.2922952380952495,-1.0694252061752252,334.8,16.0,44.7,12.6,803.2,0.0,8.167,21.935,7.944,4.874,50.43,5.92,0,-1.242,4.429,-0.055,-0.701,-57.337,-3.578,428.78,20.2,23253.0,11017.0,0,2285.2284,24722.0,5583.48,2715
2019-12-01,5.490238144284203,2.2882381053197958,4.619157068626258,1.1109551245515996,13.756666637602306,36046.57607526882,1318.7307123655914,37368.21095430108,32767.09233870967,49764.17836021505,16963.87170698925,156286.31458333333,9.354,9.873342604931231,54.214968,44.34162539506877,-6.644533999999999,0.3674191875,54.63510158706709,29.314380952380954,10.132085714285713,48.43304747916667,101.36139047619046,-6.202054107900423,-6.604695238095232,-0.40264113019480874,347.1,3.7,9.7,3.4,1035.5,0.0,10.3,25.248,12.878,4.121,180.94,0.0,0,0.202,0.68,-0.738,0.011,35.645,0.0,448.23,20.2,24712.0,11246.0,0,1960.0729,26806.0,6074.759999999999,2922
2020-01-01,4.631190527053106,2.029952355793544,3.645017895195799,1.1111802743828816,13.94095243726458,43329.53216369252,1250.4385295126972,39034.46420584535,28934.603242964993,52444.45827756806,16715.235360901395,164186.6830645161,9.388,11.842614999999999,59.248794000000004,47.406179,-6.681530866666666,0.36886337500000005,59.607446950714746,23.111095238095235,10.07707746031746,42.207309323412694,94.75669523809523,-17.40013762730205,-18.037952380952376,-0.6378147536503249,338.3,0.0,0.0,0.0,1110.4,0.0,10.822,25.603,13.482,4.811,255.92,0.0,0,0.618,-3.798,-1.721,-0.054,112.893,-0.609,448.48,19.7,24597.0,10082.0,0,2403.773,29013.0,5372.34,2911
2020-02-01,3.2855263132798043,1.8434210451025712,2.905645438857498,1.0910906732082366,19.628947358382376,35717.005249042144,1187.635632183908,31881.921805555554,29588.662279693493,49249.33963122605,15843.528338122607,150942.4150862069,8.262,9.079694,49.820593,40.740899,-6.718527733333333,0.3703075625,50.115358708317295,22.660047619047614,9.375484096262161,39.92722415280977,76.71874285714286,-10.188134555507524,-11.541723809523816,-1.353589254016292,340.8,0.0,0.0,0.0,893.6,0.0,13.232,26.256,12.444,7.821,183.67,0.0,0,2.961,-0.991,-1.169,-0.278,78.099,0.0,448.48,23.3,22934.0,10459.707,0,2987.8432,25103.0,4712.7,2767
2020-03-01,3.1443182013251563,1.7311818112026562,2.723465747676327,1.1073086207563227,57.7368184002963,33219.314180107525,1015.868682795699,29786.078158602155,30376.190524193546,44681.38360215053,15791.269758064518,143046.22002688173,8.23,8.701600000000001,47.683111,38.981511,-6.755524599999999,0.37175175000000005,47.96280729291509,24.447142857142858,9.967060952380953,42.27245205952381,65.17701904761904,-5.69035523339128,-6.426666666666662,-0.7363114332753824,345.7,0.0,0.0,0.0,968.7,0.0,9.652,17.553,8.638,12.639,128.29,0.0,0,0.667,-2.43,-0.193,0.187,28.861,0.0,448.73,23.3,21505.0,12029.0,0,2481.6491,27518.0,4832.759999999999,2104
2020-04-01,2.456428578921727,1.7593333437329246,2.1218044662740434,1.087575007568706,41.45380964733305,24974.31388888889,934.3615277777777,22474.071527777778,27271.751736111113,41032.841527777775,14882.997083333334,120774.96298611112,8.363,6.648042,30.466971,23.818929,-6.792521466666666,0.3731959375,30.645136629917154,23.376190476190477,10.04687619047619,41.41287072916667,58.75035238095238,10.767734099249516,9.46492380952381,-1.3028102897257057,303.1,29.9,88.2,18.7,566.3,0.0,7.538,14.789,5.594,18.681,121.68,0.0,0,-0.454,1.939,1.164,0.841,41.402,-0.081,448.73,24.3,18876.0,10579.583,0,1684.7178,25481.0,4380.72,2471
2020-05-01,2.077749991416931,1.8091500103473663,1.576044784537897,1.0899938628787087,30.89700002670288,25205.295900537632,983.697311827957,21213.69818548387,29100.529166666667,37720.81202956989,14977.805510752689,119777.80766129032,8.6,6.766979,28.096816,21.329836999999998,-6.829518333333333,0.37464012500000005,28.263691616233505,22.002666666666666,10.115742857142857,40.34376939880953,68.21527619047619,12.080077782576023,10.686819047619053,-1.3932587349569694,264.3,68.7,219.6,26.3,314.6,5.199999999999999,6.935,8.756,3.278,21.726,95.78,2.318,0,-0.456,0.791,0.02,0.604,17.278,1.489,448.98,30.25,18093.0,11049.0,0,2383.002,24531.0,3742.5599999999995,2493
2020-06-01,2.144227266311645,1.7008636322888462,1.7526054010606649,1.125652340325442,31.11954550309615,34258.11833333333,1099.3191666666667,24770.495138888888,29198.940902777777,35145.043958333335,13921.100972222222,126499.5632638889,7.334,8.371773000000001,26.365217,17.993444,-6.866515199999999,0.3760843125,26.52263506456365,23.17585714285714,6.967619047619047,37.10139187797619,78.90209523809524,10.57875681341254,8.230190476190472,-2.348566337222067,279.7,53.2,169.1,21.5,91.5,36.1,7.18,9.133,6.524,22.307,72.14,5.012,7,0.242,0.326,0.641,-0.944,-30.016,2.062,448.98,30.25,18941.0,7223.124,0,2673.001,21504.0,4497.42,2803
2020-07-01,2.391772736202587,1.76495454528115,1.7906302851322502,1.1454755067825315,26.84045462174849,41042.66794640814,1112.0733013040494,25942.26689401739,25229.164513269272,36993.133660775566,14064.156776195377,131836.0117607527,7.285,10.200019000000001,27.991234000000002,17.791215,-6.903512066666666,0.37752850000000004,28.16036470319556,22.542190476190473,7.4201523809523815,36.86981435714286,87.13228571428571,8.709449653947296,5.667219047619042,-3.0422306063282534,305.6,27.3,80.3,17.4,53.6,133.8,7.274,13.334,7.502,23.038,167.14,13.26,3,0.18,1.144,-1.358,-0.177,32.242,3.059,449.48,29.25,18906.0,7252.751,0,2962.9979,21519.0,4348.379999999999,2858
2020-08-01,3.457761900765555,2.343476204645066,2.862465096398217,1.1827620154335383,22.88952382405599,40545.12889784946,1465.3868279569892,29527.94516129032,24521.835080645164,36483.26088709677,13427.8688844086,134071.7693548387,6.606,10.066887,26.603946999999998,16.53706,-6.940508933333334,0.3789726875,26.7642577530814,23.210190476190476,6.400028571428572,35.837246360119046,92.79950476190476,9.072988607037647,5.805266666666682,-3.267721940370965,286.7,46.2,154.9,10.5,30.4,228.6,7.409,11.692,9.668,19.573,94.0,27.28,7,0.262,0.502,0.592,-0.544,-47.442,5.669,449.98,32.25,19494.0,6749.0,0,2975.9963,22391.0,4730.64,2715
2020-09-01,4.6284761655898325,2.2802381004605974,3.9550337110080966,1.179660358212211,27.647619065784276,40102.067291666666,1440.6475,33432.818125,22207.866458333334,37664.59111111111,13500.147361111109,136501.9898611111,6.147,9.540407,29.316634999999998,19.776227999999996,-6.9775058,0.380416875,29.492800281409927,23.11942857142857,6.217314285714285,35.103325982142856,98.60477142857144,5.6105257007329286,3.883819047619042,-1.7267066531138866,277.2,55.8,191.1,8.5,177.50000000000003,45.9,7.637,7.045,5.085,15.302,174.33,65.345,10,-0.056,-0.687,-0.39,0.284,43.55,-8.65,449.98,47.05,21047.0,6358.208,0,2934.0,22787.0,4638.1799999999985,2672
2020-10-01,5.971636403690685,2.83622728694569,4.890174141142417,1.176976897499778,29.43863608620384,34374.22708333333,1163.5309811827958,34524.92049731183,26370.77318548387,42483.53434139785,14400.302150537635,141243.48635752688,7.814,8.753523,38.801945999999994,30.048422999999996,-7.014502666666667,0.3818610625,39.03007498218059,27.276428571428568,5.8806095238095235,40.58917703273809,102.48859047619048,1.559102050557506,0.33054285714284504,-1.228559193414661,289.5,43.4,133.7,21.8,498.3,0.0,9.525,10.366,3.91,8.412,108.05,42.22,14,0.45,1.097,-0.033,-0.884,-24.835,6.872,449.98,40.55,20722.0,6217.0,0,3279.9958,26263.0,4257.299999999998,2273
2020-11-01,6.796700048446655,2.8719499707221985,4.832076923880029,1.1829515525272911,24.99550008773804,41241.69930555556,1270.6699305555558,39076.61763888889,27589.908680555556,45975.91409722222,15099.908680555556,155442.80016252954,7.69,10.258523,47.46376,37.205237,-7.051499533333334,0.38330525,47.74823342613172,27.338142857142856,6.58572380952381,41.23056141666667,102.81913333333333,-6.517672009465052,-7.860914285714287,-1.343242276249235,320.7,12.3,34.2,9.7,750.8,0.0,9.583,14.655,7.697,5.893,184.17,39.602,6,0.174,-2.851,-0.302,0.318,76.403,30.105,454.98,33.55,22844.0,7814.503,0,2893.0,26268.0,3975.779999999999,2389
2020-12-01,9.460590947758067,2.584272709759799,5.856306804255382,1.2162494555763577,22.374090974981133,42813.83662634409,1333.897446236559,37413.04522849462,29856.227822580644,49242.15288978494,16064.266397849464,160310.24092741936,8.202,11.531474,57.417784000000005,45.88631,-7.0884964,0.3847494375,57.75933759133937,29.13809523809524,5.768923809523808,42.724269610119045,94.95821904761904,-15.035067981220323,-16.2929238095238,-1.2578558283034766,332.0,0.9,2.4,0.9,1113.9,0.0,9.164,25.466,14.288,3.851,69.77,0.0,0,-0.935,0.897,0.672,-0.26,-75.525,0.0,454.98,36.1,27228.0,7069.306,0,2695.0,28275.0,5761.49999999999,2586
2021-01-01,13.332315846493367,2.648736840800235,7.298044422562157,1.2177854095186509,24.90999984741211,45289.26438172043,1616.043682795699,42961.95793010753,34870.62076612903,51413.88514784946,15956.32063172043,174666.90383064517,8.19414,11.854254999999998,64.304962,52.450707,-7.125493266666667,0.386193625,65.02878789848374,27.77885714285715,6.595867682539684,42.18267120039683,78.66529523809524,-22.84611669808691,-24.475095238095243,-1.6289785400083332,330.0,8.3,18.4,11.5,1313.2,0.0,8.7,28.116,15.763,4.386,64.84,0.0,0,-1.505,-1.285,0.561,-0.479,-78.187,-0.609,455.88,43.4,25044.0,5233.0,0,2406.0,29666.0,3680.459999999999,2573
2021-02-01,7.356000072077701,2.916999992571379,6.173551748457121,1.2098978757858276,23.14052621941817,38283.32202380952,1669.6518601190478,36738.020238095225,37937.85989583333,48426.450892857145,15871.086681547618,164053.2275297619,6.9797340000000005,9.511205,53.064249999999994,43.553045,-7.162490133333334,0.3876378125,53.662522390288295,24.914233576603145,6.704474953405018,38.21080471750816,54.1902,-15.451717672780134,-15.341780952380951,0.10993672039918323,321.2,17.1,42.0,19.3,1086.9,0.0,9.851,32.457,12.053,8.422,67.46,0.0,0,-0.42,5.21,-1.559,0.323,-38.111,0.0,457.38,46.8,24820.0,6881.844,0,2810.0,25253.0,5063.219999999999,2269
2021-03-01,6.386608725008757,2.622043454128763,6.130931018873279,1.1914740697197292,21.843043534652047,38954.74448924731,1184.3609543010753,33590.66202956989,29721.360483870973,46205.97916666667,16123.282862903223,152906.82004404027,7.991314999999999,10.337118,51.20375,40.866631999999996,-7.199487,0.389082,51.78033192884239,28.004068061611807,8.24975542857143,43.856056490183235,38.848419047619046,-7.9242754386591585,-6.181533333333334,1.7427421053258243,318.2,20.1,61.3,10.7,1003.5,0.0,8.78,18.204,7.898,13.272,136.8,0.0,0,-0.204,-1.779,-0.933,0.82,37.371,0.0,457.38,34.8,23048.0,10921.0,0,2972.0,29581.0,4331.82,2313
